TAP_service,table_name,objects,description
VizieR,J/MNRAS/387/1374/table2,16,"Photometric data ( Mercurio A., Barbera F.L., Haines C.P., Merluzzi P., Busarello G., Capaccioli M.)"
VizieR,J/ApJ/763/111/table1,16,"Table of observations used for each object ( Vasudevan R.V., Brandt W.N., Mushotzky R.F., Winter L.M., Baumgartner W.H., Shimizu T.T., Schneider D.P., Nousek J.)"
HEASARC,sptszgalcl,16,South Pole Telescope-Sunyarv-Zeldovich (SPT-SZ) Survey Catalog
VizieR,J/ApJ/943/41/slsnI,16,"The ZTF superluminous supernova (SLSN-I) (Table A1), classification spectra (Table A2) and LC properties for 77 SNe (Table A4) ( Chen Z.H., Yan L., Kangas T., et al.)"
VizieR,J/MNRAS/377/806/table1,16,"Extracted galaxy parameters ( Chiu K., Bamford S.P., Bunker A.)"
VizieR,J/ApJ/706/762/table3,16,"IMACS spectroscopically confirmed Ly{alpha} emitters at z~4.5 in the LALA Cetus field ( Wang J.-X., Malhotra S., Rhoads J.E., Zhang H.-T., Finkelstein S.L.)"
VizieR,J/A+A/507/713/table1,16,"The sample of PAH selected galaxies and observed properties ( Haas M., Leipski C., Siebenmorgen R., Meusinger H., Drass H., Chini R.)"
VizieR,J/ApJ/914/58/table2,16,"Cluster masses using SZ and X-ray proxies for the clusters in the X-ray (see Voevodkin & Vikhlinin 2004ApJ...601..610V) sample ( Andrade-Santos F., Pratt G.W., Melin J.-B., Arnaud M., Jones C., Forman W.R., Pointecouteau E., Bartalucci I., Vikhlinin A., Murray S.S., Mazzotta P., Borgani S., Lovisari L., van Weeren R.J., Kraft R.P., David L.P., Giacintucci S.)"
VizieR,J/ApJ/663/164/members,16,"Spectroscopically confirmed cluster  members: spectroscopy and photometry ( Demarco R., Rosati P., Lidman C., et al.)"
VizieR,J/MNRAS/471/4990/tableb2,16,"Properties of point sources studied in this work ( Caglar T., Hudaverdi M.)"
VizieR,J/A+A/566/A149/table2,16,"Coordinates, magnitudes, and redshifts of the LCDCS 0504 spectroscopic galaxy catalog ( Guennou L., Biviano A., Adami C., et al.)"
VizieR,J/ApJS/214/24/3dhstall,16,"*3D-HST+CANDELS all fields master catalog (3dhst_master.phot.v4.1) ( Skelton R.E., Whitaker K.E., Momcheva I.G., et al.)"
VizieR,J/ApJ/806/133/table8,15,"Globular Cluster ( Li B., Peng E.W., Zhang H.-X., Blakeslee J.P., Cote P., Ferrarese L., Jordan A., Liu C., Mei S., Puzia T.H., Takamiya M., Trancho G., West M.J.)"
VizieR,J/MNRAS/490/1451/table1,15,"The properties of the continuum sources in the MUDF extracted by SEXTRACTOR with S/N>3 ( Fossati M., Fumagalli M., Lofthouse E.K., D'Odorico V., Lusso E., Cantalupo S., Cooke R.J., Cristiani S., Haardt F., Morris S.L., Peroux C., Prichard L.J., Rafelski M., Smail I., Theuns T.)"
VizieR,J/ApJ/799/60/table5,15,"Catalog of XMM-CFHTLS X-ray selected galaxy clusters ( Mirkazemi M., Finoguenov A., Pereira M.J., Tanaka M., Lerchster M., Brimioulle F., Egami E., Kettula K., Erfanianfar G., McCracken H.J., Mellier Y., Kneib J.P., Rykoff E., Seitz S., Erben T., Taylor J.E.)"
VizieR,J/AJ/132/2409/table6,15,"Catalog of Radio Sources with their identifications and classifications ( Norris R.P., Afonso J., Appleton P.N., Boyle B.J., Ciliegi P., Croom S.M., Huynh M.T., Jackson C.A., Koekemoer A.M., Lonsdale C.J., Middelberg E., Mobasher B., Oliver S.J., Polletta M., Siana B.D., Smail I., Voronkov M.A.)"
VizieR,J/ApJ/833/194/table4,15,"Group catalog supplement: visually identified candidate groups ( Wilson M.L., Zabludoff A.I., Ammons S.M., Momcheva I.G., Williams K.A., Keeton C.R.)"
VizieR,J/A+A/638/A45/table2,15,"General properties of the red AGN sample ( Masoura V.A., Georgantopoulos I., Mountrichas G., Vignali C., Koulouridis E., Chiappetti L., Fotopoulou S., Paltani S., Pierre M.)"
VizieR,J/MNRAS/495/4860/tabled1,15,"The supernova sample ( de Jaeger T., Galbany L., Gonzalez-Gaitan S., et al.)"
VizieR,J/ApJ/671/1503/table3,15,"Photometric and spectroscopic measurements for all cluster galaxies ( Moran S.M., Ellis R.S., Treu T., Smith G.P., Rich R.M., Smail I.)"
VizieR,J/MNRAS/341/993/table1,15,"Optical and radio properties of the FIRST-2dF quasar sample ( Cirasuolo M., Magliocchetti M., Celotti A., Danese L.)"
VizieR,J/A+A/465/1099/table2,15,"Redshift Catalog ( Ravikumar C.D., Puech M., Flores H., et al.)"
HEASARC,sdssnbckde,15,SDSS NBCKDE Catalog of Photometrically Selected Quasar Candidate
VizieR,J/ApJ/744/110/LAEs,15,"Candidate Ly{alpha} emitters: complete   sample and objects below the completeness limit ( Ciardullo R., Gronwall C., Wolf C., McCathran E., Bond N.A., Gawiser E., Guaita L., Feldmeier J.J., Treister E., Padilla N., Francke H., Matkovic A., Altmann M., Herrera D.)"
VizieR,J/ApJS/225/23/table3,15,"Catalog of MLCG members ( Sohn J., Geller M.J., Hwang H.S., Zahid H.J., Lee M.G.)"
VizieR,J/MNRAS/434/772/table1,15,"Radial velocities of 128 galaxies in the field of ZwCl 2341+00 ( Boschin W., Girardi M., Barrena R.)"
VizieR,J/A+A/678/A26/tablea5,15,"Northern galactic plane and equatorial sources with previously available spectroscopic redshift measurements from the HerBS, HeLMS, and HerS catalogues ( Cox P., Neri R., Berta S., et al.)"
VizieR,J/A+A/659/A14/table1,15,"HI and optical properties of the HI-bearing dwarfs ( Poulain M., Marleau F., Habas R., Duc P.A., Sanchez-Janssen R., Durrell P.R., Paudel S., Mueller O., Lim S., Bilek M., Fensch J.)"
VizieR,J/A+A/488/943/stars,15,"Star positions, photometry and radial velocities ( Sestito P., Bragaglia A., Randich S., Pallavicini R., Andrievsky S.M., Korotin S.A.)"
VizieR,J/A+A/678/A3/catalog,15,"MUSE redshift catalogue (table 1) ( Caminha G., Grillo C., Rosati P., Liu A., Acebron A., Bergamini P., Caputi K.I., Mercurio A., Tozzi P., Vanzella E., Demarco R., Frye B., Rosani G., Sharon K.)"
VizieR,J/A+A/415/863/table1,15,"The Mount Stromlo Abell Cluster SNe ( Germany L.M., Reiss D.J., Schmidt B.P., Stubbs C.W., Suntzeff N.B.)"
VizieR,J/AJ/151/78/table1,15,"*OMEGAWINGS (O) and WINGS (W) clusters ( Poggianti B.M., Fasano G., Omizzolo A., Gullieuszik M., Bettoni D., Moretti A., Paccagnella A., Jaffe Y.L., Vulcani B., Fritz J., Couch W., D'Onofrio M.)"
VizieR,J/MNRAS/328/45/singles,15,"Single stars (2001MNRAS.328...45M) ( Montes D., Lopez-Santiago J., Galvez M.C., Fernandez-Figueroa M.J., De Castro E., Cornide M.)"
VizieR,J/ApJ/865/56/table1,15,"summary ( Lira P., Kaspi S., Netzer H., Botti I., Morrell N., Mejia-Restrepo J., Sanchez-Saez P., Martinez-Palomera J., Lopez P.)"
VizieR,J/A+A/486/697/tablea2,15,"Photometric parameters and radial velocities for 111 early-type galaxies in the Hydra I cluster, ordered by increasing magnitude ( Misgeld I., Mieske S., Hilker M.)"
VizieR,J/ApJ/797/54/table1,15,"New ULIRG Sample ( Kilerci Eser E., Goto T., Doi Y.)"
VizieR,J/ApJ/924/69/table2,15,"Data of GRBs with X-ray flares ( Yi S.-X., Du M., Liu T.)"
VizieR,J/ApJS/172/383/table2,15,"COSMOS IMACS AGN catalog ( Trump J.R., Impey C.D., McCarthy P.J., Elvis M., Huchra J.P., Brusa M., Hasinger G., Schinnerer E., Capak P., Lilly S.J., Scoville N.Z.)"
VizieR,J/A+A/650/A146/table5,15,"Parameters for 77 stars ( Mauron N., Gigoyan K.S., Kendall T.R., Hambleton K.M.)"
VizieR,J/MNRAS/493/2438/2bigb,14,"The Second Brazil-ICRANet Gamma-ray Blazars (2BIGB) catalog ( Arsioli B., Chang Y.-L., Musiimenta B.)"
VizieR,V/164/mstars5,14,"M type stars catalog ( Luo A.-L., Zhao Y.-H., Zhao G., et al.)"
VizieR,J/ApJ/916/89/tablea1,14,"Catalog of short GRB kilonovae observations ( Rastinejad J.C., Fong W., Kilpatrick C.D., Paterson K., Tanvir N.R., Levan A.J., Metzger B.D., Berger E., Chornock R., Cobb B.E., Laskar T., Milne P., Nugent A.E., Smith N.)"
VizieR,J/A+A/580/A113/table1,14,"Main characteristics of the LLQSOs sample: HES and 6dFGS names, J2000 coordinates and redshift ( Tremou E., Garcia-Marin M., Zuther J., Eckart A., Valencia-Schneider M., Vitale M., Shan C.)"
VizieR,J/A+A/566/A140/table1,14,"Catalog of XMM X-ray galaxy groups in CFHTLS-W1 ( Gozaliasl G., Finoguenov A., Khosroshahi H.G., et al.)"
VizieR,J/ApJ/760/128/sources,14,"Ly{alpha} emission and best-fit model  SED parameters ( Mallery R.P., Mobasher B., Capak P., Kakazu Y., Masters D., Ilbert O., Hemmati S., Scarlata C., Salvato M., McCracken H., Lefevre O., Scoville N.)"
VizieR,J/ApJ/850/181/table1,14,"Cluster and group data ( Rudnick G., Jablonka P., Moustakas J., Aragon-Salamanca A., Zaritsky D., Jaffe Y.L., De Lucia G., Desai V., Halliday C., Just D., Milvang-Jensen B., Poggianti B.)"
VizieR,J/ApJS/237/14/table10,14,"KYDISC catalog ( Oh S., Kim K., Lee J.H., Sheen Y.-K., Kim M., Ree C.H., Ho L.C., Kyeong J., Sung E.-C., Park B.-G., Yi S.K.)"
VizieR,J/ApJS/134/355/table5,14,"Cluster radio galaxy data, with absolute quantities (tables 5 and 7 of the paper) ( Miller N.A., Owen F.N.)"
VizieR,J/ApJ/847/81/table3,14,"Quasars discovered within our survey ( Schmidt T.M., Worseck G., Hennawi J.F., Prochaska J.X., Crighton N.H.M.)"
VizieR,J/ApJ/775/78/qsos,14,"Log of MagE spectroscopic observations and  results of the {tau}>=2 Lyman limit system (LLS) survey ( Fumagalli M., O'Meara J.M., Prochaska J.X., Worseck G.)"
VizieR,J/A+A/616/A42/tablea1,14,"Clusters candidates from the PSZ1 catalogue studied in this work ( Barrena R., Streblyanska A., Ferragamo A., et al.)"
VizieR,J/AJ/148/83/table1,14,"Log of the observations and relevant information for the target stars of open clusters NGC 2360, NGC 3680, and NGC 5822 ( Sales Silva J.V., Pena Suarez V.J., Katime Santrich O.J., Pereira C.B., Drake N.A., Roig F.)"
VizieR,J/A+AS/124/283/table4,14,"Spectroscopic analysis of A1300 ( Pierre M., Oukbir J., Dubreuil D., Soucail G., Sauvageot J.-L., Mellier Y.)"
VizieR,J/A+A/564/A54/table1,14,"The 2XMMi/SDSS Galaxy Cluster Survey (III) ( Takey A., Schwope A., Lamer G.)"
VizieR,J/A+A/476/89/table1,14,"*Sample and log of observation ( Lagos P., Telles E., Melnick J.)"
HEASARC,sdsscxoqso,14,Sloan Digital Sky Survey Quasars Detected by Chandra
VizieR,J/ApJ/692/511/table1,14,"A list of luminous early-type galaxy pairs from SDSS DR6 ( Wen Z.L., Liu F.S., Han J.L.)"
VizieR,J/A+A/584/A48/tablea1,14,"ID, duration, coordinates, and redshift of the 357 GRBs as were published at http://www.astro.caltech.edu/grbox/grbox.php ( Horvath I., Bagoly Z., Hakkila J., Toth L.V.)"
VizieR,J/ApJS/184/218/table3,14,"zCOSMOS-bright 10k sample ( Lilly S.J., Le Brun V., Maier C., et al.)"
VizieR,J/ApJ/738/136/lae,14,"GALEX LAE samples  } ( Cowie L.L., Barger A.J., Hu E.M.)"
VizieR,J/ApJ/936/5/table1,14,"Measured parameters for the 188 LAMOST low-resolution spectra ( Wang K., Nemeth P., Luo Y., Chen X., Jiang Q., Cao X.)"
VizieR,J/MNRAS/492/1887/table3,13,"Source catalogue ( Guo X., Gu Q., Ding N., Contini E., Chen Y.)"
VizieR,J/A+A/482/483/table,13,"Data for each source ( Torniainen I., Tornikoski M., Turunen M., Lainela M., Lahteenmaki A., Hovatta T., Mingaliev M.G., Aller M.F., Aller H.D.)"
VizieR,J/ApJ/909/120/table1,13,"*Close galaxy pairs and multiples in MaNGA integral field units (IFUs) ( Steffen J.L., Fu H., Comerford J.M., Dai Y.S., Feng S., Gross A.C., Xue R.)"
VizieR,J/AJ/131/2114/table2,13,"Results for radial velocity of standard stars ( Walker M.G., Mateo M., Olszewski E.W., Bernstein R., Wang X., Woodroofe M.)"
VizieR,J/A+A/683/A130/tablea2,13,"Properties of member clusters of the eRASS1 superclusters identified with overdensity ratio f = 50 ( Liu A., Bulbul E., Kluge M., et al.)"
VizieR,J/MNRAS/480/2302/tablec1,13,"The primary sample ( Sun A.-L., Greene J.E., Zakamska N.L., Goulding A.D., Strauss M.A., Huang S., Johnson S.D., Kawaguchi T., Matsuoka Y., Marsteller A.A., Nagao T., Toba Y.)"
VizieR,J/ApJS/147/1/table5,13,IRAS Infrared Galaxies ( Conselice C.J.)
VizieR,J/ApJ/671/1708/table2,13,"HVS Survey: New observations ( Brown W.R., Geller M.J., Kenyon S.J., Kurtz M.J., Bromley B.C.)"
VizieR,J/AJ/144/99/Mstars,13,"Velocities, distances and pseudo-equivalent widths of KI, FeI, NaI, TiI, MnI, and AlI lines (tables 2--6) ( Deshpande R., Martin E.L., Montgomery M.M., Zapatero Osorio M.R., Rodler F., del Burgo C., Phan Bao N., Lyubchik Y., Tata R., Bouy H., Pavlenko Y.)"
VizieR,J/ApJS/126/209/table1,13,"Extended Sources in the Bright SHARC Survey ( Romer A.K., Nichol R.C., Holden B.P., Ulmer M.P., Pildis R.A., Merrelli A.J., Adami C., Burke D.J., Collins C.A., Metevier A.J., Kron R.G., Commons K.)"
VizieR,J/ApJ/841/111/table3,13,"Keck spectroscopic results ( Masters D.C., Stern D.K., Cohen J.G., Capak P.L., Rhodes J.D., Castander F.J., Paltani S.)"
VizieR,J/A+A/515/A57/table1,13,"Heliocentric redshift, position, and morphological type for galaxies of A376, A970, A1356, and A2244 ( Proust D., Capelato H.V., Lima Neto G.B., Sodre L. Jr.)"
VizieR,J/A+A/594/A32/tablec1,13,"Galaxy cluster catalogue ( Takey A., Durret F., Mahmoud E., Ali G.)"
HEASARC,sacy,13,SACY (Search for Associations Containing Young Stars) Catalog
VizieR,J/AJ/148/75/table1,13,"List of detected sources and their properties ( Dehghan S., Johnston-Hollitt M., Franzen T.M.O., Norris R.P., Miller N.A.)"
VizieR,J/A+A/555/A42/suppl510,13,"Supplementary sources, 5-10keV band ( Ranalli P., Comastri A., Vignali C., Carrera F.J., Cappelluti N., Gilli R., Puccetti S., Brandt W.N., Brunner H., Brusa M., Georgantopoulos I., Iwasawa K., Mainieri V.)"
VizieR,J/AJ/121/2843/table2,13,"VV00 Quasars With Only Upper Limits in 2MASS ( Barkhouse W.A., Hall P.B.)"
VizieR,J/A+A/580/A131/table1,13,"Sample and basic data of 63 (38 SNe IIn, 6 SNe Ibn, 1 SN Ia-CSM, 18 SN IMs) CSI SN host galaxies ( Taddia F., Sollerman J., Fremling C., Pastorello A., Leloudas G., Fransson C., Nyholm A., Stritzinger M.D., Ergon M., Roy R., Migotto K.)"
VizieR,J/AJ/147/85/table4,13,"Data used to calculate UVWXYZ ( Riedel A.R., Finch C.T., Henry T.J., Subasavage J.P., Jao W.-C., Malo L., Rodriguez D.R., White R.J., Gies D.R., Dieterich S.B., Winters J.G., Davison C.L., Nelan E.P., Blunt S.C., Cruz K.L., Rice E.L., Ianna P.A.)"
VizieR,J/A+A/466/31/table1,13,"The HELLAS2XMM second-source sample ( Cocchia F., Fiore F., Vignali C., Mignoli M., Brusa M., Comastri A., Feruglio C., Bald A., Carangelo N., Ciliegi P., D'Elia V., La Franca F., Maiolino R., Matt G., Molendi S., Perola G.C., Puccetti S.)"
VizieR,J/A+A/388/1/tablea1,13,"Redshifts obtained in the EIS0946-2029 field ( Hansen L., Olsen L.F., Jorgensen H.E.)"
VizieR,J/MNRAS/393/1467/table5,13,"Photometric and kinematic data on 24 field early-type galaxies in the FORS Deep Field and the William Herschel Deep Field ( Fritz A., Bohm A., Ziegler B.L.)"
VizieR,J/A+A/540/A47/table1,13,"Main properties of the CIG sample ( Fernandez Lorenzo M., Sulentic J., Verdes-Montenegro L., Ruiz J.E., Sabater J., Sanchez S.)"
VizieR,J/A+A/479/49/table45,12,"SN candidates with host galaxy spectra (A) or without direct or host galaxy spectroscopy (B) ( Botticella M.T., Riello M., Cappellaro E., Benetti S., Altavilla G., Pastorello A., Turatto M., Greggio L., Patat F., Valenti S., Zampieri L., Harutyunyan A., Pignata G., Taubenberger S.)"
VizieR,J/A+A/520/A47/table2,12,"Blazars detected at sigma>3 ( Maselli A., Cusumano G., Massaro E., La Parola V., Segreto A., Sbarufatti B.)"
VizieR,J/A+A/427/87/list,12,"List of GRBs localized with WFC (BSAX) or BATSE/RXTE or ASM (RXTE) or IPN or HETE or INTEGRAL ( Gorosabel J., Lund N., Brandt S., Westergaard N.J., Castro Ceron J.M.)"
VizieR,J/PASJ/63/1035/stars,12,"List of stellar atmospheric, ( Wang L., Liu Y., Zhao G., Sato B.)"
VizieR,J/MNRAS/452/2087/tiling,12,"Science targets and information for tiling and spectroscopic observation (InputCatA V16) ( Liske J., Baldry I.K., Driver S.P., et al.)"
VizieR,J/ApJ/915/20/table2,12,"Stellar parameters of the stars with V<21.5mag within 9.0"" from Vogt+ 2018NatAs...2..465V explosion center (MUSE data) ( Li C.-J., Seitenzahl I.R., Ishioka R., Chu Y.-H., Ruiter A.J., Vogt F.P.A.)"
HEASARC,cyder,12,Calan-Yale Deep Extragalactic Research Survey X-Ray Source Catal
VizieR,J/ApJ/684/136/table1,12,"Multiwavelength properties of the 15um sources in the ELAIS-S1 field (from erratum in 2009ApJ...701..850G) ( Gruppioni C., Pozzi F., Polletta M., Zamorani G., La Franca F., Sacchi N., Comastri A., Pozzetti L., Vignali C., Lonsdale C., Rowan-Robinson M., Surace J., Shupe D., Fang F., Matute I., Berta S.)"
VizieR,J/AJ/126/1208/table1,12,"HDFS objects with spectroscopic redshifts ( Sawicki M., Mallen-Ornelas G.)"
VizieR,J/ApJS/140/143/table1,12,"Quasars observed with FOS and G130H, G190H or G270H Gratings ( Bechtold J., Dobrzycki A., Wilden B., Morita M., Scott J., Dobrzycka D., Tran K.-V., Aldcroft T.L.)"
VizieR,J/ApJS/227/11/highzqso,12,"All z>5.6 quasars known as  of 2016 March  with PS1, J band, and WISE  photometry ( Banados E., Venemans B.P., Decarli R., et al.)"
VizieR,J/ApJ/590/73/table1,12,"Properties of the Seyfert 1-Type AGN Sample ( Xu D.W., Komossa S., Wei J.Y., Qian Y., Zheng X.Z.)"
VizieR,J/ApJS/176/374/warps,12,"WARPS-II catalog, with additional  clusters and candidates ( Horner D.J., Perlman E.S., Ebeling H., Jones L.R., Scharf C.A., Wegner G., Malkan M., Maughan B.)"
VizieR,J/A+A/450/959/table2,12,"The VLBA flux density of candidates High Frequency Peaker ( Orienti M., Dallacasa D., Tinti S., Stanghellini C.)"
VizieR,J/ApJS/262/51/table8,12,"SMS4 sources with no data (2021 September) from narrow-field X-ray telescopes on board Swift, Chandra, or XMM-Newton ( Maselli A., Forman W.R., Jones C., Kraft R.P., Perri M.)"
VizieR,J/A+A/632/A36/tablea2,12,"Information on the spectroscopically identified multiple images ( Caminha G.B., Rosati P., Grillo C., et al.)"
VizieR,J/ApJ/892/18/sample,12,"Basic properties (Table 2) and X-ray properties (Table 3) of the GBT X-ray sample ( Kuo C.Y., Hsiang J.Y., Chung H.H., Constantin A., Chang Y.-Y., da Cunha E., Pesce D., Chien W.T., Chen B.Y., Braatz J.A., Zaw I., Matsushita S., Lin J.C.)"
VizieR,J/MNRAS/432/62/tablea1,12,"Galaxy redshifts obtained with Keck-II/DEIMOS during our eMACS extended Massive Cluster Survey) pilot study ( Ebeling H., Edge A.C., Burgett W.S., Chambers K.C., Hodapp K.W., Huber M.E., Kaiser N., Price P.A., Tonry J.L.)"
VizieR,J/MNRAS/428/389/ngc1407,12,"Spectroscopically confirmed objects in NGC 1407 ( Pota V., Forbes D.A., Romanowsky A.J., Brodie J.P., Spitler L.R., Strader J., Foster C., Arnold J.A., Benson A., Blom C., Hargis J.R., Rhode K.L., Usher C.)"
VizieR,J/A+A/530/A86/tablea2,12,"Objects with determined redshifts ( Kuemmel M., Rosati P., Fosbury R., Haase J., Hook R.N., Kuntschner H., Lombardi M., Micol A., Nilsson K.K., Stoehr F., Walsh J.R.)"
VizieR,J/A+A/435/507/tablea1,12,"Catalog of field galaxies in CFRS 0300+00 and 1415+52 fields ( Zheng X.Z., Hammer F., Flores H., Assemat F., Rawat A.)"
VizieR,J/A+A/632/A77/3hsp-v9,12,"The 3HSP catalog (table 1) ( Chang Y.-L., Arsioli B., Giommi P., Padovani P., Brandt C.)"
HEASARC,xdeep2,12,DEEP2 Galaxy Redshift Survey Fields Chandra Point Source Catalog
VizieR,J/A+A/642/A153/grs,12,"*An update to the catalogue of giant radio galaxies and quasars (up to March 2020) (added on 08-Nov-2022) ( Dabhade P., Mahato M., Bagchi J., Saikia D.J., Combes F., Sankhyayan S., Roettgering H.J.A., Ho L.C., Gaikwad M., Raychaudhury S., Vaidya B., Guiderdoni B.)"
VizieR,J/ApJ/448/521/table11,12,"*Sample of radio-loud elliptical galaxies ( Zirbel E.L., Baum S.A.)"
VizieR,J/ApJS/233/6/table1,12,"SN II discovery data ( Hicken M., Friedman A.S., Blondin S., Challis P., Berlind P., Calkins M., Esquerdo G., Matheson T., Modjaz M., Rest A., Kirshner R.P.)"
VizieR,J/ApJ/703/1778/table2,12,"The spectroscopic catalog ( Sacchi N., La Franca F., Feruglio C., et al.)"
VizieR,J/ApJ/869/56/table2,12,"Properties of Carnegie Supernova Project I (CSP-I) and calibration SNe Ia ( Burns C.R., Parent E., Phillips M.M., et al.)"
VizieR,J/ApJ/925/15/table1,12,"82 GRBs used for fitting ( Levine D., Dainotti M., Zvonarek K.J., Fraija N., Warren D.C., Chandra P., Lloyd-Ronning N.)"
VizieR,J/A+A/666/A131/class,12,"Catalog of the galaxies with their class ( Siudek M., Malek K., Pollo A., Iovino A., Haines C.P., Bolzonella M., Cucciati O., Gargiulo A., Granett B., Krywult J., Moutard T., Scodeggio M.)"
VizieR,J/MNRAS/387/1374/table1,12,"Spectroscopic data ( Mercurio A., Barbera F.L., Haines C.P., Merluzzi P., Busarello G., Capaccioli M.)"
VizieR,J/A+A/445/465/table1,12,"Radio fluxes, optical IDs and redshifts of Southern Kuehr sources ( Ricci R., Prandoni I., Gruppioni G, Sault R.J., De Zotti G.)"
HEASARC,cosxfirmwc,12,COSMOS Field X-Ray & FIR Detected AGN Multiwavelength Properties
VizieR,J/ApJS/129/547/table2,12,"RBSC-NVSS Extragalactic Identifications ( Bauer F.E., Condon J.J., Thuan T.X., Broderick J.J.)"
VizieR,J/AJ/132/2596/main,12,"Optical spectroscopy of the ultra-luminous  IR galaxies ( Darling J., Giovanelli R.)"
VizieR,J/ApJ/919/134/table6,12,"Morphological measurements for HST-SPOGs, star-forming and quiescent galaxies calculated in this work ( Sazonova E., Alatalo K., Rowlands K., Deustua S.E., French K.D., Heckman T., Lanz L., Lisenfeld U., Luo Y., Medling A., Nyland K., Otter J.A., Petric A.O., Snyder G.F., Urry C.M.)"
VizieR,J/ApJ/834/210/clusters,11,"Summary of dynamical properties and VLT/Magellan spectroscopic observations of the strong lensing-selected galaxy clusters (tables 1 and 4) ( Carrasco M., Barrientos L.F., Anguita T., Garcia-Vergara C., Bayliss M., Gladders M., Gilbank D., Yee H.K.C., West M.)"
VizieR,J/MNRAS/483/1354/table5,11,"The IPS-MRC-1Jy sources from the Chhetri et al. (2018MNRAS.474.4937C) IPS sample that also appear in the MRC-1Jy sample ( Sadler E.M., Chhetri R., Morgan J., Mahony E.K., Jarrett T.H., Tingay S.)"
VizieR,J/AJ/131/1216/sources,11,"Identification and characterization of faint radio sources (tables 1 and 2 of the paper) ( Afonso J., Mobasher B., Koekemoer A., Norris R.P., Cram L.)"
VizieR,J/MNRAS/494/789/table3,11,"488 very high-z quasars with near and MIR photometry ( Ross N.P., Cross N.J.G.)"
VizieR,J/MNRAS/450/2615/table5,11,"Spectral properties of extragalactic X-ray sources with redshifts ( Saez C., Lehmer B.D., Bauer F.E., Stern D., Gonzales A., Rreza I., Alexander D.M., Matsuda Y., Geach J.E., Harrison F.A., Hayashino T.)"
VizieR,J/MNRAS/428/389/ngc1400,11,"Spectroscopically confirmed objects in NGC 1400 ( Pota V., Forbes D.A., Romanowsky A.J., Brodie J.P., Spitler L.R., Strader J., Foster C., Arnold J.A., Benson A., Blom C., Hargis J.R., Rhode K.L., Usher C.)"
VizieR,J/ApJS/194/22/table1,11,"29 new, 12 plausible, and 3 previously known quasars behind the SMC ( Kozlowski S., Kochanek C. S., Udalski A.)"
VizieR,J/MNRAS/510/2495/tablea1,11,"The OHM parameters ( Sotnikova Y.V., Wu Z., Mufakharov T.V., Mikhailov A.G., Mingaliev M.G., Erkenov A.K., Semenova T.A., Bursov N.N., Udovitskiy R.Y., Stolyarov V.A., Tsybulev P.G., Chen Y.J., Zhang J.S., Shen Z., Jiang D.R.)"
VizieR,J/ApJ/663/81/table1,11,"Luminosities, redshift, and classification of the hard X-ray selected sample ( Polletta M., Tajer M., Maraschi L., et al.)"
HEASARC,galextdsc,11,GALEX Time Domain Survey Catalog
VizieR,J/MNRAS/467/3140/table2,11,"Galaxy properties ( Swinbank A.M., Harrison C.M., Trayford J., et al.)"
VizieR,J/MNRAS/361/525/table4,11,"The SSA22 sample ( Doherty M., Bunker A.J., Ellis R.S., McCarthy P.J.)"
VizieR,J/ApJS/171/29/table13,11,"Damped Ly{alpha} (DLA) Metal Summary ( Prochaska J.X., Wolfe A.M., Howk J.C., Gawiser E., Burles S.M., Cooke J.)"
VizieR,J/A+A/659/A40/catalog1,11,"Physical parameters of galaxies ( Sharma G., Salucci P., van de Ven G.)"
HEASARC,at20g1fgl,11,AT20G/Fermi 1FGL Source Catalog
VizieR,J/AJ/167/21/table2,11,"Positions, Gaia proper motions, radial velocities and [Fe/H] metallicities of the probable member stars of BH 261 ( Kunder A., Prudil Z., Covey K.R., et al.)"
VizieR,J/MNRAS/500/358/table1,11,"Galaxy clusters and groups in the GOGREEN and GCLASS samples ( Balogh M.L., van der Burg R.F.J., Muzzin A., et al.)"
VizieR,J/ApJ/591/640/table4,11,"Objects with known redshifts ( Cohen A.S., Rottgering H.J.A., Kassim N.E., Cotton W.D., Perley R.A., Wilman R., Best P., Pierre M., Birkinshaw M., Bremer M., Zanichelli A.)"
VizieR,J/MNRAS/478/5336/tablea1,11,"Serendipitous catalogue of nearby objects ( Xi C., Taylor J.E., Massey R.J., Rhodes J., Koekemoer A., Salvato M.)"
VizieR,J/A+A/635/A98/table2,11,"Redshift catalog of multiple images ( Rescigno U., Grillo C., Lombardi M., Rosati P., Caminha G.B., Meneghetti M., Mercurio A., Bergamini P., Coe D.)"
VizieR,J/MNRAS/495/4040/tableb2,11,"Host galaxy properties for the DES CCSN sample ( Wiseman P., Smith M., Childress M., et al.)"
VizieR,J/ApJ/701/824/grb,11,"Observed prompt and afterglow properties of  short-duration  and long-duration  GRBs ( Nysewander M., Fruchter A.S., Pe'er A.)"
VizieR,J/AZh/91/679/catalog,11,"Chandra observations, results of modeling the total mass profiles with Navarro-Frenk-White model (NFW) with slope {alpha}=1, and results for the dark matter profiles for the three-component fits (tables 1--3) ( Babyk Yu.V., Del Popolo A., Vavilova I.B.)"
VizieR,J/A+A/472/111/table2,11,"Properties of the 13 Centaurus cluster dEs observed in our study ( Mieske S., Hilker M., Jordan A., Infante L., Kissler-Patig M.)"
VizieR,J/MNRAS/447/1267/table2,11,"Previously proposed Octans members ( Murphy S.J., Lawson W.A.)"
