TAP_service,table_name,objects,description
VizieR,J/A+A/614/A134/tablea3,123,"Catalog of redshifts and identifications of the non-SN Ia objects measured in MOS mode at the VLT during the SNLS survey ( Balland C., Cellier-Holzem F., Lidman C., et al.)"
HEASARC,globclust,123,Milky Way Globular Clusters Catalog (December 2010 Version)
VizieR,J/ApJ/682/985/catalog,123,"FIREWORKS photometric and redshift catalog ( Wuyts S., Labbe I., Forster Schreiber N.M., Franx M., Rudnick G., Brammer G.B., Van Dokkum P.G.)"
VizieR,J/ApJ/909/27/cand,122,"Gravitational lens candidates ( Huang X., Storfer C., Gu A., Ravi V., Pilon A., Sheu W., Venguswamy R., Banka S., Dey A., Landriau M., Lang D., Meisner A., Moustakas J., Myers A.D., Sajith R., Schlafly E.F., Schlegel D.J.)"
VizieR,J/ApJS/237/32/catalog,122,"Fermi catalog of high-latitude (|b|>5{deg}) extended sources (FHES) with best-fit parameters and likelihood ratios ( Ackermann M., Ajello M., Baldini L., et al.)"
VizieR,J/MNRAS/490/135/table2,122,"Target UDS galaxies for our magellan spectroscopic observation ( Lee S.-K., Im M., Hyun M., Park B., Kim J.-W., Kim D., Kim Y.)"
VizieR,J/ApJ/837/88/table1,121,"Catalog data for individual galaxies ( Bayliss M.B., Zengo K., Ruel J., Benson B.A., Bleem L.E., Bocquet S., Bulbul E., Brodwin M., Capasso R., Chiu I.-N., McDonald M., Rapetti D., Saro A., Stalder B., Stark A.A., Strazzullo V., Stubbs C.W., Zenteno A.)"
VizieR,J/ApJ/694/L144/table1,121,"Hectochelle Spectroscopy of Leo V ( Walker M.G., Belokurov V., Evans N.W., Irwin M.J., Mateo M., Olszewski E.W., Gilmore G.)"
VizieR,J/MNRAS/430/425/vlrslbg,120,"Catalogue of LBGs ( Bielby R., Hill M.D., Shanks T., Crighton N.H.M., Infante L., Bornancini C.G., Francke H., Heraudeau P., Lambas D.G., Metcalfe N., Minniti D., Padilla N., Theuns T., Tummuangpak P., Weilbacher P.)"
VizieR,J/ApJ/831/165/table1,119,"Heliocentric radial velocity for the RR Lyrae stars from individual SDSS DR12 spectra ( Vivas A.K., Zinn R., Farmer J., Duffau S., Ping Y.)"
VizieR,J/ApJ/876/50/catalog,119,"Stripe 82X eBOSS Value-added Catalog ( LaMassa S.M., Georgakakis A., Vivek M., Salvato M., Ananna T.T., Urry C.M., MacLeod C., Ross N.)"
VizieR,J/A+A/451/457/table1,119,"Best fit parameters for the whole sample of sources in the CDFS with a measured spectroscopic or photometric redshift ( Tozzi P., Gilli R., Mainieri V., Norman C., Risaliti G., Rosati P., Bergeron J., Borgani S., Giacconi R., Hasinger G., Nonino M., Streblyanska A., Szokoly G., Wang J.X., Zheng W.)"
VizieR,J/AJ/139/1051/CEMPstars,119,"Stellar data, atmospheric parameters and carbon abundance estimates for the observed carbon-enhanced metal-poor (CEMP) candidates ( Placco V.M., Kennedy C.R., Rossi S., Beers T.C., Lee Y.S., Christlieb N., Sivarani T., Reimers D., Wisotzki L.)"
VizieR,J/A+A/670/A58/photocat,118,"Photometric catalog, mass, morphology ( Mei S., Hatch N.A., Amodeo S., Afanasiev A.V., De Breuck C., Stern D., Cooke E.A., Gonzalez A.H., Noirot G., Rettura A., Seymour N., Stanford S.A., Vernet J., Wylezalek D.)"
VizieR,J/MNRAS/488/2743/table2,118,"Results from the spectroscopic modelling ( Torrealba G., Belokurov V., Koposov S.E., Li T.S., Walker M.G., Sanders J.L., Geringer-Sameth A., Zucker D.B., Kuehn K., Evans N.W., Dehnen W.)"
HEASARC,baxgalclus,118,BAX X-Ray Galaxy Clusters and Groups Catalog
VizieR,J/ApJS/227/7/table1,118,"Basic sample ( Li Y., Zhang B., Lu H.-J.)"
VizieR,J/ApJ/699/603/sample,118,"Blazars  and  Seyferts and radio galaxies detected by BAT sample ( Ajello M., Costamante L., Sambruna R.M., Gehrels N., Chiang J., Rau A., Escala A., Greiner J., Tueller J., Wall J.V., Mushotzky R.F.)"
VizieR,J/ApJ/514/148/table1,117,"ROSAT cluster catalog ( De Grandi S., Bohringer H., Guzzo L., Molendi S., Chincarini G., Collins C., Cruddace R., Neumann D., Schindler S., Schuecker P., Voges W.)"
VizieR,VII/255/sample,117,"dat.The sample of high-redshift galaxies: spectral indeces, redshifts, magnitudes, sizes and flux density for 2442 galaxies. ( Khabibullina M.L., Verkhodanov O.V.)"
VizieR,J/ApJ/859/75/members,117,"Parameters for the GIRAFFE target members of NGC 5824 (tables 1 and 4) ( Mucciarelli A., Lapenna E., Ferraro F.R., Lanzoni B.)"
HEASARC,elaisfbmc,116,European Large-Area ISO Survey (ELAIS) Final Band-Merged Catalog
VizieR,J/ApJS/217/27/table1,115,"Catalog of the morphological types of local galaxies ( Ann H.B., Seo M., Ha D.K.)"
VizieR,J/MNRAS/281/799/table34,114,"The sample of the 283 X-ray-brightest Abell-type clusters ( Ebeling H., Voges W., Bohringer H., Edge A.C., Huchra J.P., Briel U.G.)"
VizieR,J/A+A/694/A271/table2,114,"Catalog of spiral galaxies (EXP) in DESI DR9 ( Cai J.-H., Li N., Yang H.-F., Wang L.-L., Zheng A.-Y., Hao J., Zhao X., Xun Y.)"
VizieR,J/A+A/646/A83/bullet,114,"Spectroscopic catalog for Bullet ( Richard J., Claeyssens A., Lagattuta D., et al.)"
VizieR,IX/52/xxlnbcg,113,"BCG catalogue in XXL-N (Paper XXVIII Ricci et al. 2018A&A...620A..13R) ( Chiappetti L., Pierre M., Adami C., et al.)"
VizieR,J/A+A/475/539/table4,113,"Stellar parameters for the NGC 3960 stars observed with GIRAFFE ( Prisinzano L., Randich S.)"
VizieR,J/A+A/635/A152/tablec3,113,"Properties of observed FLAMES/GIRAFFE dataset in the Tucana dSph ( Taibi S., Battaglia G., Rejkuba M., Leaman R., Kacharov N., Iorio G., Jablonka P., Zoccali M.)"
VizieR,J/A+A/676/A127/tablea2,112,"Clean CODEX spectroscopic cluster catalogue, spectroscopically identified with SCGF ( Damsted S., Finoguenov A., Clerc N., Davalgaite I., Kirkpatrick C.C., Mamon G.A., Ider Chitham J., Kiiveri K., Comparat J., Collins C.)"
VizieR,J/ApJS/202/2/table2,112,"Radio source catalog ( Wold I.G.B., Owen F.N., Wang W.-H., Barger A.J., Keenan R.C.)"
VizieR,J/ApJ/833/194/table1,111,"Algorithmically identified groups with >=5 members ( Wilson M.L., Zabludoff A.I., Ammons S.M., Momcheva I.G., Williams K.A., Keeton C.R.)"
VizieR,J/A+A/425/367/reflex70,111,"REFLEX cluster catalogue for h=0.7 (H_0_=70km/s/Mpc) and Lambda-cosmology (table6a of paper) (H=70km/s/Mpc ( Boehringer H., Schuecker P., Guzzo L., Collins C.A., Voges W., Cruddace R.G., Ortiz-Gil A., Chincarini G., De Grandi S., Edge A.C., MacGillivray H.T., Neumann D.M., Schindler S., Shaver P.)"
VizieR,J/ApJ/713/1026/SNe,110,"Supernovae in the rate sample: confirmed (table2, with IAU names), with spectroscopic redshift (table3) or with photometric redshift (table4) ( Dilday B., Smith M., Bassett B., et al.)"
VizieR,J/A+A/677/A143/tablee1,110,"Parameters for the kinematics sample ( Mercier W., Epinat B., Contini T., Krajnovic D., Ciesla L., Lemaux B.C., Abril-Melgarejo V., Boogaard L., Pelliccia D.)"
VizieR,J/ApJS/240/39/table7,110,"DEIMOS spectroscopic survey catalog ( Golovich N., Dawson W.A., Wittman D.M., Jee M.J., Benson B., Lemaux B.C., van Weeren R.J., Andrade-Santos F., Sobral D., de Gasperin F., Bruggen M., Bradac M., Finner K., Peter A.)"
VizieR,J/A+A/573/A129/hevics,110,"*Herschel Virgo Cluster Survey: cross correlation between 250, 350 and 500um catalogs ( Pappalardo C., Bendo G.J., Bianchi S., et al.)"
VizieR,J/A+A/601/A97/table1,109,"Members of Cha I observed by the Gaia-ESO Survey ( Sacco G.G., Spina L., Randich S., et al.)"
VizieR,J/AJ/131/375/table4,108,"Heliocentric radial velocities of selected stars ( Westfall K.B., Majewski S.R., Ostheimer J.C., Frinchaboy P.M., Kunkel W.E., Patterson R.J., Link R.)"
VizieR,J/MNRAS/426/1137/table1,107,"Radial velocities of target stars ( Sollima A., Gratton R.G., Carballo-Bello J.A., Martinez-Delgado D., Carretta E., Bragaglia A., Lucatello S., Penarrubia J.)"
VizieR,J/A+A/555/A42/main210,107,"Main table, 2-10keV band ( Ranalli P., Comastri A., Vignali C., Carrera F.J., Cappelluti N., Gilli R., Puccetti S., Brandt W.N., Brunner H., Brusa M., Georgantopoulos I., Iwasawa K., Mainieri V.)"
VizieR,J/A+A/462/123/stars,107,"Photometric and spectrcoscopic results ( Prisinzano L., Damiani F., Micela G., Pillitteri I.)"
VizieR,IX/32/rosat,107,"The ROSAT Bright Survey (RBS) catalogue ( Fischer J.-U., Hasinger G., Schwope A.D., Brunner H., Boller T., Trumper J., Voges W., Neizvestny S., Schwarz R., Ugryumov A., Belage Yu.)"
VizieR,J/ApJ/943/23/table12,107,"Initial from the r-process-enhanced (RPE) sample ( Shank D., Beers T.C., Placco V.M., Gudin D., Catapano T., Holmbeck E.M., Ezzeddine R., Roederer I.U., Sakari C.M., Frebel A., Hansen T.T.)"
VizieR,J/A+A/539/A80/mainadap,107,"Main sample adaptive threshold catalog ( Liivamagi L.J., Tempel E., Saar E.)"
VizieR,J/A+A/590/A68/tablea1,105,"QSO names, coordinates, and emission redshifts ( Richter P., Wakker B.P., Fechner C., Herenz P., Tepper-Garcia T., Fox A.J.)"
VizieR,J/MNRAS/510/4796/table1,105,"INTEGRAL/IBIS X-ray catalog ( Krivonos R., Sazonov S., Kuznetsova E., Lutovinov A., Mereminskiy I., Tsygankov S.)"
VizieR,J/A+A/427/397/cl105411,104,"EDisCS cluster Cl 1054.4-1146 redshift data ( Halliday C., Milvang-Jensen B., Poirier S., Poggianti B.M., Jablonka P., Aragon-Salamanca A., Saglia R.P., De Lucia G., Pello R., Simard L., Clowe D.I., Rudnick G., Dalcanton J.J., White S.D.M., Zaritsky D.)"
VizieR,J/A+A/675/A99/tablec1,103,"FRB-event results ( Principe G., Di Venere L., Negro M., Di Lalla N., Omodei N., Di Tria R., Mazziotta M.N., Longo F.)"
HEASARC,xmmbssagn,103,XMM-Newton Bright Serendipitous Survey: AGN X-Ray Spectral Prope
VizieR,J/AJ/138/517/table2,102,"Position and measured values for member stars ( Parisi M.C., Grocholski A.J., Geisler D., Sarajedini A., Claria J.J.)"
VizieR,J/A+A/693/A291/table3,102,"High-confidence lens candidates reported by Canameras et al. (2021, Cat. J/A+A/653/L6) and not listed in Table 2, now with analysis of their environment ( Schuldt S., Canameras R., Andika I.T., Bag S., Melo A., Shu Y., Suyu S.H., Taubenberger S., Grillo C.)"
VizieR,J/ApJS/265/32/G4Jy3CRE,101,"The G4Jy-3CRE catalog (Table 3) with radio cross-identifications (Table 5) ( Massaro F., White S.V., Garcia-Perez A., et al.)"
VizieR,J/AJ/147/52/table2,100,"Catalog of overdensities in the Chandra Deep Field-South (CDFS) ( Dehghan S., Johnston-Hollitt M.)"
VizieR,J/A+A/428/339/sources,100,"Sources detected in the Capodimonte Deep Field (tables A1-A3 of the paper) ( Alcala J.M., Pannella M., Puddu E., et al.)"
VizieR,J/ApJ/911/82/table1,100,"Galaxy clusters from the selected LC-single and HSC-XXL catalogs ( Corasaniti P.-S., Sereno M., Ettori S.)"
VizieR,J/MNRAS/454/1202/tablea1,100,"INTEGRAL non-blazar AGN at |b|>5 deg ( Sazonov S., Churazov E., Krivonos R.)"
VizieR,J/ApJ/801/97/table2,100,"Magellan/IMACS Redshift Catalog ( Santini P., Ferguson H.C., Fontana A., et al.)"
VizieR,J/MNRAS/498/3241/tablea2,99,"Properties of galaxies in each trial group ( Buckley-Geer E.J., Lin H., Rusu C.E., et al.)"
VizieR,J/A+A/525/A37/table2,98,"Variability indexes of quasars ( Meusinger H., Hinze A., de Hoon A.)"
VizieR,J/A+A/538/A100/table3,98,"Photometric information for our FLAMES targets ( Lemasle B., Hill V., Tolstoy E., Venn K.A., Shetrone M.D., Irwin M.J., de Boer T.J.L., Starkenburg E., Salvadori S.)"
VizieR,J/ApJ/658/980/table3,98,"Foreground Stars from 2dF and WIYN/Hydra Spectroscopy ( Bridges T.J., Rhode K.L., Zepf S.E., Freeman K.C.)"
VizieR,V/151/cdfs,98,"VANDELS CDFS field ( McLure R., Pentericci L., VANDELS Team)"
HEASARC,rasscals,98,ROSAT All-Sky Survey CALS Galaxy Groups Catalog
VizieR,J/A+A/657/A56/tableb1,97,"SFR and infrared catalogue of star-forming cluster galaxies in Abell 209 ( Knowles K., Cotton W.D., Rudnick L., et al.)"
VizieR,J/A+A/664/A196/tableb1,97,"galaxies with good spectroscopic redshifts ( Euclid Collaboration, Saglia R., De Nicola S., et al.)"
VizieR,J/A+A/435/781/table3,97,"List of galaxy redshifts ( Olsen L.F., Benoist C., da Costa L., Hansen L., Joergensen H.E.)"
VizieR,J/ApJS/227/3/table3,96,"SPT-GMOS data products for candidate brightest cluster galaxy spectra ( Bayliss M.B., Ruel J., Stubbs C.W., et al.)"
VizieR,J/ApJ/903/4/table3,96,"A 260 LAEs at redshift 5.7 ( Ning Y., Jiang L., Zheng Z.-Y., Wu J., Bian F., Egami E., Fan X., Ho L.C., Shen Y., Wang R., Wu X.-B.)"
VizieR,J/ApJ/911/149/table1,96,"A total of 96 spectroscopic members in ATLAS stream and Aliqa Uma stream ( Li T.S., Koposov S.E., Erkal D., et al.)"
VizieR,J/ApJ/838/11/table2,96,"Velocity and metallicity measurements for Tucana III (106 unique stars) ( Simon J.D., Li T.S., Drlica-Wagner A., et al.)"
VizieR,J/A+A/495/691/bzcat4,96,"Multi-frequency catalogue of blazars (Roma-BZCAT) Version 4.1.1 (2012-August) ( Massaro E., Giommi P., Leto C., Marchegiani P., Maselli A., Perri M., Piranomonte S., Sclavi S.)"
VizieR,J/AJ/147/150/table1,95,"Properties of the target objects with measured velocities ( Dowell J.L., Rhode K.L., Bridges T.J., Zepf S.E., Gebhardt K., Freeman K.C., de Boer E.W.)"
VizieR,J/A+A/492/345/tablea1,95,"Positions, photometric data, photometric and spectroscopic redshifts for galaxies of Abell 1942 ( Capelato H.V., Proust D., Lima Neto G.B., Santos W.A., Sodre L.JR)"
VizieR,J/A+A/488/417/catalog,95,"Multiband catalog ( Feruglio C., Fiore F., La Franca F., Sacchi N., Puccetti S., Comastri A., Berta S., Gruppioni C., Mathur S, Matute I., Mignoli M., Vignali C., Zamorani G.)"
VizieR,J/A+A/600/A110/ecdfs,93,"VUDS-DR1 ECDFS field ( Tasca L.A.M., Le Fevre O., Ribeiro B., et al.)"
VizieR,J/PAZh/42/313/table1,93,"Catalog of 3<z<5.5 quasar candidates ( Khorunzhev G.A., Burenin R.A., Mescheryakov A.V., Sazonov S.Yu.)"
VizieR,J/MNRAS/411/1013/table3,93,"Relevant data for the stars in Sextans observed with VLT/FLAMES that passed our membership criteria ( Battaglia G., Tolstoy E., Helmi A., Irwin M., Parisi P., Hill V., Jablonka P.)"
VizieR,J/A+A/663/A126/table1,93,"Basic parameters of 149 newly identified Nitrogen rich stars ( Fernandez-Trincado J.G., Beers T.C., Barbuy B., Minniti D., Chiappini C., Garro E.R., Tang B., Alves-Brito A., Villanova S., Geisler D., Lane R.R., Diaz D.G.)"
VizieR,J/ApJ/795/L21/table1,93,"Galaxy Cluster Sample ( Griffin R.D., Dai X., Kochanek C.S.)"
VizieR,J/ApJ/696/1195/table2,93,"COSMOS XMM optical spectroscopy catalog ( Trump J.R., Impey C.D., Elvis M., et al.)"
VizieR,J/A+A/600/A110/cosmos,92,"VUDS-DR1 COSMOS field ( Tasca L.A.M., Le Fevre O., Ribeiro B., et al.)"
VizieR,J/A+A/602/A33/table1,92,"Stellar Parameters ( Frasca A., Biazzo K., Alcala J.M., Manara C.F., Stelzer B., Covino E., Antoniucci S.)"
VizieR,J/ApJ/799/205/OIIgal,92,"OII emitters: physical properties (table3) and morphologies (table4) ( Bridge J.S., Gronwall C., Ciardullo R., Hagen A., Zeimann G., Malz A.I., Acquaviva V., Schneider D.P., Drory N., Gebhardt K., Jogee S.)"
VizieR,J/MNRAS/506/323/tablea1,92,"*Key properties of the KGES galaxies discussed in this study ( Tiley A.L., Gillman S., Cortese L., Swinbank A.M., Dudzeviciute U., Harrison C.M., Smail I., Obreschkow D., Croom S.M., Sharples R.M., Puglisi A.)"
HEASARC,fermilhesc,91,Fermi LAT High-Energy Source Catalog (1FHL)
VizieR,J/A+A/625/A122/cielorgs,91,"The catalog of emission lines ( Mao J., Kaastra J.S., Guainazzi M., Gonzalez-Riestra R., Santos-Lleo M., Kretschmar P., Grinberg V., Kalfountzou E., Ibarra A., Matzeu G., Parker M., Rodriguez-Pascual P.)"
VizieR,J/ApJS/140/239/table3,91,"Catalog of clusters in the SGP ( Cruddace R., Voges W., Bohringer H., Collins C.A., Romer A.K., MacGillivray H., Yentis D., Schuecker P., Ebeling H., de Grandi S.)"
VizieR,J/A+A/479/141/table1,91,"The 147 candidate members of IC 4665 observed with FLAMES ( Manzi S., Randich S., De Wit W.J., Palla F.)"
VizieR,J/MNRAS/494/2429/table1,90,"Data for all nearby, likely young stars (NLYS) discussed in the paper ( Binks A.S., Jeffries R.D., Wright N.J.)"
VizieR,J/A+A/618/A157/tabled1,89,"Table of compact groups ( Diaz-Gimenez E., Zandivarez A., Taverna A.)"
VizieR,J/MNRAS/490/613/tablec23,89,"Photometric properties, measured redshifts and stellar masses of the i=<23 galaxies inside 120arcsec of WFI 2033-4723 ( Sluse D., Rusu C.E., Fassnacht C.D., et al.)"
VizieR,J/AJ/153/107/table2,88,"OzDES quasar catalog ( Tie S.S., Martini P., Mudd D., et al.)"
VizieR,J/ApJ/974/235/table7,88,"Stripe 82X DR3 catalog ( LaMassa S., Peca A., Urry C.M., Glikman E., Ananna T.T., Auge C., Civano F., Ghosh A., Kirkpatrick A., Koss M.J., Powell M., Salvato M., Trakhtenbrot B.)"
VizieR,J/ApJ/895/32/table1,88,"ZTF Bright Transient Survey (BTS) SNe ( Fremling C., Miller A.A., Sharma Y., et al.)"
VizieR,VII/225B/catalog,88,"The Canada-France Redshift Survey catalogue ( Lilly S.J., Le Fevre O., Crampton D., Hammer F., Tresse L.)"
VizieR,IX/60/cat2-5,87,"1505 blazars' luminosity-Doppler factor (Paper II, table 5) ( Xiao H.B., Fan J.H., Yang J.H., Liu Y., Yuan Y.H., Tao J., Costantin D., Zhang Y.T., Pei Z.Y., Zhang L.X., Yang W.X.)"
VizieR,J/MNRAS/490/3341/tablea2,86,"XMM clusters ( Farahi A., Chen X., Evrard A.E., et al.)"
VizieR,J/AJ/127/3075/table2,86,"Sources in the ELAIS S1 Sample ( La Franca F., Gruppioni C., Matute I., et al.)"
VizieR,J/ApJ/842/120/table2,85,"Kinematic catalog ( Ibata R.A., Lewis G.F., Thomas G., Martin N.F., Chapman S.)"
VizieR,V/151/uds,85,"VANDELS UDS field ( McLure R., Pentericci L., VANDELS Team)"
VizieR,J/A+A/532/A57/tablea1,85,"NTT/EMMI spectroscopic redshifts of SCL2243-G+I, H and J (from erratum 2013A&A...551C...2S) ( Schirmer M., Hildebrandt H., Kuijken K., Erben T.)"
VizieR,IX/52/xxlngal,84,"Spectrophotometric catalog of galaxies (Paper XXII Guglielmo et al. 2018A&A...620A...7G) ( Chiappetti L., Pierre M., Adami C., et al.)"
HEASARC,markarian2,84,Markarian Galaxies Optical Database
VizieR,J/A+A/662/A75/table2,84,"Measured values for member stars ( Parisi M.C., Gramajo L.V., Geisler D., Dias B., Claria J.J., Da Costa G., Grebel E.K.)"
VizieR,J/ApJ/871/129/table6,84,"The catalog of stars in the A2029 field ( Sohn J., Geller M.J., Walker S.A., Dell'Antonio I., Diaferio A., Rines K.J.)"
VizieR,J/A+A/540/A106/dr8gal,84,"Galaxy parameters ( Tempel E., Tago E., Liivamagi L.J.)"
VizieR,J/ApJ/888/89/table3,83,"Observed properties of spectroscopically confirmed dropout galaxies ( Toshikawa J., Malkan M.A., Kashikawa N., Overzier R., Uchiyama H., Ota K., Ishikawa S., Ito K.)"
HEASARC,wisehspcat,83,2WHSP Catalog of High Synchrotron Peaked Blazars and Candidates
VizieR,J/ApJ/871/129/table1,83,"The redshift galaxy catalog of A2029 ( Sohn J., Geller M.J., Walker S.A., Dell'Antonio I., Diaferio A., Rines K.J.)"
VizieR,J/ApJ/776/91/table1,83,"ClG 2130.4-0000 MMT/Hectospec spectroscopic redshifts ( Lemze D., Postman M., Genel S., et al.)"
HEASARC,athdfsoid,82,Australia Telescope Hubble Deep Field-South Optical Identificati
VizieR,J/MNRAS/457/3470/tablec1,82,"SNe Ia with host galaxy data ( Campbell H., Fraser M., Gilmore G.)"
VizieR,J/ApJ/868/110/table1,82,"Targets ( Sakari C.M., Placco V.M., Farrell E.M., et al.)"
VizieR,J/A+A/466/41/opt,81,"Optical properties of candidate counterparts of X-ray sources (table8 and tableb2 of the paper) ( Krumpe M., Lamer G., Schwope A.D., Wagner S., Zamorani G., Mignoli M., Staubert R., Wisotzki L., Hasinger G)"
VizieR,J/PAZh/49/695/galaxies,81,"Galaxies spectroscopic redshift measurements ( Zaznobin I.A., Burenin R.A., Belinski A.A., et al.)"
VizieR,IX/12/wgacat,81,"The catalogue ( White N.E., Giommi P., Angelini L.)"
VizieR,J/ApJS/213/25/table2,80,"Redshifts of spectroscopic members ( Stanford S.A., Gonzalez A.H., Brodwin M., Gettings D.P., Eisenhardt P.R.M., Stern D., Wylezalek D.)"
VizieR,J/MNRAS/482/4329/table2,80,"Parameters of 'inner' void galaxies (DNN=>2) ( Pustilnik S.A., Tepliakova A.L., Makarov D.I.)"
VizieR,J/ApJ/816/98/table3,80,"Bright central galaxies (BCGs) and their host cluster properties ( Zhang Y., Miller C., McKay T., et al.)"
VizieR,J/A+A/596/A116/table4,80,"Observational data for the stars ( Sperauskas J., Bartasiute S., Boyle R.P., Deveikis V., Raudeliunas S., Upgren A.R.)"
VizieR,J/MNRAS/385/1297/tablea1,80,"Results of spectroscopy observing for CENSORS ( Brookes M.H., Best P.N., Peacock J.A., Rottgering H.J.A., Dunlop J.S.)"
VizieR,J/MNRAS/404/1719/tablea3,80,"Complementary samples: CENSORS ( Gendre M.A., Best P.N., Wall J.V.)"
VizieR,J/ApJ/763/88/table6,80,"Photometrically classified SNe Ia data ( Campbell H., D'Andrea C.B., Nichol R.C., et al.)"
VizieR,J/A+A/561/A87/table2,80,"ID, coordinates, magnitudes, RVs for stars in Terzan 8 ( Carretta E., Bragaglia A., Gratton R.G., D'Orazi V., Lucatello S., Sollima A.)"
VizieR,J/A+A/685/A97/catalog,80,"Main properties of high-z sources ( Pouliasis E., Ruiz A., Georgantopoulos I., Vito F., Gilli R., Vignali C., Ueda Y., Koulouridis E., Akiyama M., Marchesi S., Laloux B., Nagao T., Paltani S., Pierre M., Toba Y., Habouzit M., Vijarnwannaluk B., Garrel C.)"
VizieR,J/A+A/657/A56/table4,80,"Catalogue of the 99 diffuse cluster radio sources detected in the MGCLS ( Knowles K., Cotton W.D., Rudnick L., et al.)"
VizieR,J/ApJ/807/178/table3,79,"The WHL12 (Wen et al. 2012, J/ApJS/199/34) cluster catalog with updated parameters ( Wen Z.L., Han J.L.)"
VizieR,J/ApJ/866/44/table4,79,"WISE/DEIMOS Redshift Catalog DR2; from erratum published in 2022, ApJ, 927, 240 ( Lake S.E., Wright E.L., Assef R.J., Jarrett T.H., Petty S., Stanford S.A., Stern D., Tsai C.-W.)"
VizieR,J/MNRAS/329/227/2dFGRS,79,"Candidate and additional 2dFGRS/NVSS  radio sources ( Sadler E.M., Jackson C.A., Cannon R.D., et al.)"
VizieR,J/A+A/427/397/cl1040,79,"EDisCS cluster Cl 1040.7-1155 redshift data ( Halliday C., Milvang-Jensen B., Poirier S., Poggianti B.M., Jablonka P., Aragon-Salamanca A., Saglia R.P., De Lucia G., Pello R., Simard L., Clowe D.I., Rudnick G., Dalcanton J.J., White S.D.M., Zaritsky D.)"
VizieR,J/ApJS/226/20/table1,78,"Sample for blazars ( Fan J.H., Yang J.H., Liu Y., Luo G.Y., Lin C., Yuan Y.H., Xiao H.B., Zhou A.Y., Hua T.X., Pei Z.Y.)"
VizieR,J/MNRAS/404/1719/CoNFIG,78,"Combined NVSS-FIRST Galaxies (CoNFIG) catalogue (4 samples) ( Gendre M.A., Best P.N., Wall J.V.)"
VizieR,J/MNRAS/437/2017/spectro1,78,"Spectroscopic catalogue of objects in Q0107 field ( Tejos N., Morris S.L., Finn C.W., Crighton N.H.M., Bechtold J., Jannuzi B.T., Schaye J., Theuns T., Altay G., Le Fevre O., Ryan-Weber E., Dave R.)"
VizieR,J/ApJ/704/1586/table1,78,Sample of 152 groups and clusters ( Sun M.)
VizieR,J/A+A/678/A27/tableb1,77,"Infrared luminosities, dust masses, dust temperatures, and spectral emissivity ( Ismail D., Beelen A., Buat V., et al.)"
VizieR,J/ApJ/857/51/table2,77,"PS1 coordinates and light curve parameters ( Jones D.O., Scolnic D.M., Riess A.G., et al.)"
VizieR,J/A+A/687/A37/catalog,77,"Catalog ( Bogensberger D., Nandra K., Salvato M., Liu T., Wolf J., Croom S., Starck H., Buchner J., Ponti G., Ider Chitham J., Maitra C., Robrade J., Merloni A., Krumpe M.)"
VizieR,J/ApJS/236/48/xuds,77,"Chandra X-UDS source catalog: basic source properties, fluxes and HRs and best-fit spectral parameters (tables 4-6) ( Kocevski D.D., Hasinger G., Brightman M., et al.)"
VizieR,J/A+A/464/L21/tables,77,"Fornax class A and B globular clusters, ultra-compact objects, and FLAMES dwarves (all classes, tables 1 to 3 of paper) ( Bergond G., Athanassoula E., Leon S., Balkowski C., Cayatte V., Chemin L., Guzman R., Meylan G., Prugniel P.)"
VizieR,J/MNRAS/414/702/table1,77,"Basic information and spectral types of 115 southern ULIRGs ( Lee J.C., Hwang H.S., Lee M.G., Kim M., Kim S.C.)"
VizieR,J/ApJS/225/23/syst,77,"Catalog of system containing a dominant galaxy surrounded by satellites (table 8) or with low surface brightness (table 10) ( Sohn J., Geller M.J., Hwang H.S., Zahid H.J., Lee M.G.)"
VizieR,J/MNRAS/375/931/table3,76,"6dFGS-NVSS data ( Mauch T., Sadler E.M.)"
VizieR,J/AJ/155/71/table2,76,"M2FS Star Identifiers, Coordinates, Photometry, and Velocities ( Johnson C.I., Rich R.M., Caldwell N., Mateo M., Bailey J.I., Olszewski E.W., Walker M.G.)"
HEASARC,dxrbs,76,ROSAT Deep X-Ray Radio Blazar Survey Catalog
VizieR,J/A+A/449/951/goods,76,"The GOODS-MUSIC multi-wavelength catalog:  position, spectroscopy, optical and infrared photometries ( Grazian A., Fontana A., De Santis C., Nonino M., Salimbeni S., Giallongo E., Cristiani S., Gallozzi S., Vanzella E.)"
VizieR,J/A+A/574/L7/table1,75,"Lithium rich stars in NGC 2547 ( Sacco G.G., Jeffries R.D., Randich S., et al.)"
VizieR,J/AJ/126/2237/table1,75,"PMN/FSC Sample ( Drake C.L., McGregor P.J., Dopita M.A., Van Breugel W.J.M.)"
VizieR,J/ApJ/766/37/table1,75,"Radio and optical data for our sample ( Singal A.K., Singh R.L.)"
VizieR,J/A+A/694/A241/tablea1,75,"Physical properties of our AGN sample ( Guo X., Gu Q., Fang G., Chen Y., Ding N., Yu X., Wang H.)"
VizieR,J/ApJS/195/2/bat2,75,"Second Swift BAT GRB catalog ( Sakamoto T., Barthelmy S.D., Baumgartner W.H., Cummings J.R., Fenimore E.E., Gehrels N., Krimm H.A., Markwardt C.B., Palmer D.M., Parsons A.M., Sato G., Stamatikos M., Tueller J., Ukwatta T.N., Zhang B.)"
VizieR,J/AJ/127/3075/table3,74,"Rest frame line measurements ( La Franca F., Gruppioni C., Matute I., et al.)"
