TAP_service,table_name,description
VizieR,J/MNRAS/498/3241/table4,"Properties of the 10 galaxies with the largest flexion shifts in the field of DES J0408-5354 and WGD 2038-4008 ( Buckley-Geer E.J., Lin H., Rusu C.E., et al.)"
VizieR,J/MNRAS/498/2575/table1,"Host galaxy information for the 106 RETs in the DES 5-yr sample ( Wiseman P., Pursiainen M., Childress M., et al.)"
VizieR,J/MNRAS/498/1951/table1,"Final classification for the full sample ( Fumagalli M., Fotopoulou S., Thomson L.)"
VizieR,J/A+A/530/A42/sample,"Summary of XMM-Newton observations used and power law fit results (tables 2 and 3 of paper) ( Corral A., Della Ceca R., Caccianiga A., Severgnini P., Brunner H., Carrera F.J., Page M.J., Schwope A.D.)"
VizieR,J/A+A/530/A86/tablea2,"Objects with determined redshifts ( Kuemmel M., Rosati P., Fosbury R., Haase J., Hook R.N., Kuntschner H., Lombardi M., Micol A., Nilsson K.K., Stoehr F., Walsh J.R.)"
VizieR,J/MNRAS/495/4707/tablea7,"List of objects separated according to the selection criteria presented in Section 6 ( Silva M., Humphrey A., Lagos P., Morais S.G.)"
VizieR,J/MNRAS/495/4707/tablea2,"List of the first 40 type II quasars followed by the detected emission lines ( Silva M., Humphrey A., Lagos P., Morais S.G.)"
VizieR,J/MNRAS/495/3576/table1,"Properties for 12 sources with a detected jet shape break from this study as well as Hada et al. (2018ApJ...860..141H, 1H 0323+342) and Asada & Nakamura (2012ApJ...745L..28A, M87) ( Kovalev Y.Y., Pushkarev A.B., Nokhrina E.E., Plavin A.V., Beskin V.S., Chernoglazov A.V., Lister M.L., Savolainen T.)"
VizieR,J/MNRAS/498/4095/allspecz,"Catalogue of the 1912 reliable redshifts acquired in this study ( Noordeh E., Canning R.E.A., King A., Allen S.W., Mantz A., Morris R.G., Ehlert S., von der Linden A., Brandt W.N., Luo B., Xue Y.Q., Kelly P.)"
VizieR,J/MNRAS/495/1853/tableb1,"Catalogue of the 160 SED-selected AGNs ( Pouliasis E., Mountrichas G., Georgantopoulos I., Ruiz A., Yang M., Bonanos A.Z.)"
VizieR,J/A+A/534/A110/table1,"Properties of the Type-2 AGN sample ( Lusso E., Comastri A., Vignali C., Zamorani G., Treister E., Sanders D., Bolzonella M., Bongiorno A., Brusa M., Civano F., Gilli R., Mainieri V., Nair P., Aller M., Carollo M., Koekemoer A.M., Merloni A., Trump J.R.)"
VizieR,J/A+A/534/A31/table4,"Parameters of 283 galaxies observed at Loiano ( Gavazzi G., Savorgnan G., Fumagalli M.)"
VizieR,J/MNRAS/494/4751/table2,"Basic properties of star-forming galaxies and UVOT images ( Molina M., Ajgaonkar N., Yan R., Ciardullo R., Gronwall C., Eracleous M., Boquien M., Schneider D.P.)"
VizieR,J/A+A/535/A69/table1,"The sample sources used in this study and their classifications ( Nieppola E., Tornikoski M., Valtaoja E., Leon-Tavares J., Hovatta T., Laehteenmaeki A., Tammi J.)"
VizieR,J/MNRAS/494/1784/table1,"LASr-GPS ( Asmus D., Greenwell C.L., Gandhi P., Boorman P.G., Aird J., Alexander D.M., Assef R.J., Baldi R.D., Davies R.I., Honig S.F., Ricci C., Rosario D.J., Salvato M., Shankar F., Stern D.)"
VizieR,J/MNRAS/493/5336/table2,"Properties of the emission line galaxies detected at S/N>=6 in the MUSE cube between 6100 and 7900{AA} ( Bielby R.M., Fumagalli M., Fossati M., Rafelski M., Oppenheimer B., Cantalupo S., Christensen L., Fynbo J.P.U., Lopez S., Morris S.L., D'Odorico V., Peroux C.)"
VizieR,J/A+A/538/A120/usc,"List of SNe from the unified SN catalogue ( Lennarz D., Altmann D., Wiebusch C.)"
VizieR,J/MNRAS/495/1807/table2,"Main physical parameters derived from the best models fitted to each source ( Arrabal Haro P., Rodriguez Espinosa J.M., Munoz-Tunon C., Sobral D., Lumbreras-Calle A., Boquien M., Hernan-Caballero A., Rodriguez-Munoz L., Alcalde Pampliega B.)"
VizieR,J/A+A/527/A134/clusters,Clusters studied (from table 1 of paper) ( Matsushita K.)
VizieR,J/MNRAS/499/89/galaxies,"The galaxy catalogue ( Wang K., Mo H.J., Li C., Meng J., Chen Y.)"
VizieR,J/MNRAS/500/215/table4,Mass accretion rates and efficiency factors for the D16/D19 classical double (FRII) sources ( Daly R.A.)
VizieR,J/MNRAS/500/22/table2,"Source catalogue ( Bonato M., Prandoni I., De Zotti G., Brienza M., Morganti R., Vaccari M.)"
VizieR,J/other/AstBu/74.348/table1,"Parameters of 164 objects ( Sotnikova Yu.V., Mufakharov T.V., Majorova E.K., Mingaliev M.G., Udovitskiy R.Yu., Bursov N.N., Semenova T.A.)"
VizieR,J/other/AstBu/70.264/table,"Data for 877 objects ( Mingaliev M.G., Sotnikova Yu.V., Mufakharov T.V., Erkenov A.K., Udovitskiy R.Yu.)"
VizieR,J/other/AstBu/68.262/table,"Data for 467 GHz-Peaked Spectrum (GPS) candidates ( Mingaliev M.G., Sotnikova Yu.V., Mufakharov T.V., Erkenov A.K., Udovitskiy R.Yu.)"
VizieR,J/other/ApSS/365.89/table2,"Spectral information for GNT targets ( Huo Z., Dennefeld M., Liu X., Pursimo T., Zhang T.)"
VizieR,J/other/ApSS/365.89/table1,"Spectral information for Gaia alert targets ( Huo Z., Dennefeld M., Liu X., Pursimo T., Zhang T.)"
VizieR,J/other/AstBu/78.443/table1,"The parameters of the galaxies in the sample ( Khabibullina M., Mikhailov A., Sotnikova Yu., Mufakharov T., Mingaliev M., Kudryashova A., Bursov N., Stolyarov V., Udovitskij R.)"
VizieR,J/other/Ap/66.11/table4,"List of the 150 BZG objects classified using the SDSS spectra ( Abrahamyan H.V., Mickaelian A.M., Paronyan G.M., Mikayelyan G.A., Sukiasyan A.G.)"
VizieR,J/A+A/504/751/catalog,"Multiwavelength catalog (photometry, spectroscopy and magnitude limits) ( Santini P., Fontana A., Grazian A., Salimbeni S., Fiore F., Fontanot F., Boutsia K., Castelllano M., Cristiani S.,De Santis C., Gallozzi S., Giallongo E., Nonino M., Menci N., Paris D., Pentericci L., Vanzella E.)"
VizieR,J/other/Ap/63.322/table3,"Detailed classification of the 96 galaxies studied here ( Abrahamyan H.V., Mickaelian A.M., Paronyan G.M., Mikayelyan G.A.)"
VizieR,J/other/ApSS/365.112/table1a,"Kinematic data for high luminosity stars in field ( Melnik A.M., Dambis A.K.)"
VizieR,J/other/ChA+A/32.351/table1,"The redshift, VFWHM, black hole mass and Eddington accretion rate of the Seyfert galaxies and quasars studied in this paper ( Bao Y.-Y., Zhang X., Chen L.-E., Zhang H.-J., Peng Z.-Y., Zheng Y.-G.)"
VizieR,J/other/ChJAA/8.385/table1,"The 224 individual feature data of 123 superluminal sources ( Zhang Y.-W., Fan J.-H.)"
VizieR,J/A+A/499/357/table2,"Redshifts of galaxies in REFLEX clusters measured at ESO between 1992 and 2000 ( Guzzo L., Schuecker P., Boehringer H., Collins C.A., Ortiz-Gil A., De Grandi S., Edge A.C., Neumann D.M., Schindler S., Altucci C., Shaver P.A.)"
VizieR,J/other/RAA/14.942/table1,"A compiled catalog of Faraday rotation measures of point sources ( Xu J., Han J.-L.)"
VizieR,J/other/RAA/14.1135/table1,"The Fermi blazar sample ( Fan J.-H., Bastieri D., Yang J.-H., Liu Y., Hua T.-X., Yuan Y.-H., Wu D.-X.)"
VizieR,J/other/RAA/13.259/table1,"The {gamma}-ray Doppler Factor for Fermi Blazars ( Fan J.-H., Yang J.-H., Liu Y., Zhang J.-Y.)"
VizieR,J/A+A/489/49/gps,"Observations and properties of GPS candidates ( Vollmer B., Krichbaum T.P., Angelakis E., Kovalev Y.Y.)"
VizieR,J/A+A/489/571/table2,"Spectroscopic catalog (161 secure redshifts) ( Tanaka M., Finoguenov A., Kodama T., Morokuma T., Rosati P., Stanford S.A., Eisenhardt P., Holden B., Mei S.)"
VizieR,J/other/RAA/11.245/table5,"Properties of the galaxies in the field of RX J0054.0-2823 ( Giraud E., Gu Q.-S., Melnick J., Quintana H., Selman F., Toledo I., Zelaya P.)"
VizieR,J/other/PASA/39.46/table2,"Redshift, peculiar velocity and auxiliary information for 2285 SNe Ia and host galaxies ( Carr A., Davis T.M., Scolnic D., Said K., Brout D., Peterson E.R., Kessler R.)"
VizieR,J/other/PASA/38.41/6dfgsgl,"6dFGS-GLEAM catalog ( Franzen T.M.O., Seymour N., Sadler E.M., et al.)"
VizieR,J/A+A/492/637/tableb1,"Catalog of broad-line AGN with secure redshift ( Gavignaud I., Wisotzki L., Bongiorno A., et al.)"
VizieR,J/other/PASA/18.232/tables,"Galaxy redshifts in fields F787 and F20 ( Mamon G.A., Parker Q.A., Proust D.)"
VizieR,J/A+A/495/691/bzcat1,"Multi-frequency catalogue of blazars (Roma-BZCAT) Version 1.0 (2009-November) ( Massaro E., Giommi P., Leto C., Marchegiani P., Maselli A., Perri M., Piranomonte S., Sclavi S.)"
VizieR,J/other/NewA/11.557/BLLac,"Combined table from original tables ( Chen P.S., Shan H.G., Gao Y.F.)"
VizieR,J/other/NewA/11.27/table1,"2MASS observations of BL Lac objects ( Chen P.S., Fu H.W., Gao Y.F.)"
VizieR,J/other/Nat/605.244/table1,"The XQR-30 properties and BAL system parameters ( Bischetti M., Feruglio C., D'Odorico V., et al.)"
VizieR,J/A+A/497/81/table1,"Catalogue of variable sources observed during our spectroscopic follow-up ( Boutsia K., Leibundgut B., Trevese D., Vagnetti F.)"
VizieR,J/A+A/497/81/table2,"Catalogue of extragalactic variable objects in the AXAF field with spectroscopic redshift ( Boutsia K., Leibundgut B., Trevese D., Vagnetti F.)"
VizieR,J/other/Galax/9.99/table2,"Radio and Optical data for 181 Giant Radio Galaxies ( Andernach H., Jimenez Andrade E.F., Willis A.G.)"
VizieR,J/other/Ap/63.166/table4,"Different parameters of our based on results of cross-matching with multiwavelength catalogs ( Paronyan G.M., Mickaelian A.M., Abrahamyan H.V., Mikayelyan G.A.)"
VizieR,J/other/Ap/62.147/table3,"Different parameters of our based on results of cross-matching with multiwavelength catalogs ( Paronyan G.M., Mickaelian A.M., Harutyunyan G.S., Abrahamyan H.V., Mikayelyan G.A., Gyulzadyan G.V.)"
VizieR,J/other/Ap/54.147/galaxies,"Fluxes, Luminosities and Star Formation Rates of the 230 IRAS-FSC galaxies ( Hovhannisyan A., Sargsyan L.A., Mickaelian A.M., Weedman D.W.)"
VizieR,J/MNRAS/503/2598/tablec12,"Main properties of the 112 sources in our AGN sample ( Bernhard E., Tadhunter C., Mullaney J.R., Grimmett L.P., Rosario D.J., Alexander D.M.)"
VizieR,J/MNRAS/502/4815/info,"Galaxy properties ( Trevisan M., Mamon G.A., Thuan T.X., Ferrari F., Pilyugin L.S., Ranjan A.)"
VizieR,J/A+A/520/A113/table3,"List of the 398 extragalactic radio sources detected during EC025A and EC025B experiments (211 out of 218 detected during EC025A, and 187 out of 229 detected during EC025B) ( Bourda G., Charlot P., Porcas R.W., Garrington S.T.)"
VizieR,J/A+A/520/A113/table4,"List of the 49 extragalactic radio sources not detected in one or both bands during EC025A and EC025B (7 sources out of 218 observed during EC025A and 42 sources out of 229 observed during EC025B) ( Bourda G., Charlot P., Porcas R.W., Garrington S.T.)"
VizieR,J/MNRAS/501/3715/tablea1,"Information on the sources ( Blinov D., Kiehlmann S., Pavlidou V., et al.)"
VizieR,J/MNRAS/501/2430/tablea1,"Example of the catalogue describing [OIII] and H{beta} emitters in ZwCl0024+1652 cluster ( Beyoro-Amado Z., Sanchez-Portal M., Bongiovanni A., Povic M., Tessema S.B., Perez-Martinez R., Perez Garcia A.M., Cervino M., Nadolny J., Cepa J., Gonzalez-Serrano J.I., Pintos-Castro I.)"
VizieR,J/MNRAS/501/1370/table1,"De-reddened observed and predicted fluxes (relative to H{beta}=1.00) for our of Seyfert 2 nuclei ( Dors O.L., Contini M., Riffel R.A., Perez-Montero E., Krabbe A.C., Cardaci M.V., Hagele G.F.)"
VizieR,J/MNRAS/500/4078/catalog,"Band-merged catalogue containing photometric information for 42 bands from UV to the sub-mm 500{mu}m ( Kim S.J., Oi N., Goto T., et al.)"
VizieR,J/A+A/523/A7/table9,"List of SNLS 3 years type Ia supernova sample with coordinates of SNe in focal plane ( Guy J., Sullivan M., Conley A., et al.)"
VizieR,J/A+A/524/A64/m54,"Palermo BAT survey catalogue ( Cusumano G., La Parola V., Segreto A., Ferrigno C., Maselli A., Sbarufatti B., Romano P., Chincarini G., Giommi P., Masetti N., Moretti A., Parisi P., Tagliaferri G.)"
VizieR,J/A+A/524/A6/galaxies,"Fundamental plane (FP) parameters  of the galaxies ( Saglia R.P., Sanchez-Blazquez P., Bender R., et al.)"
VizieR,J/A+A/525/A157/catalog,"Automated probabilistic morphological classification of SDSS DR7 catalog ( Huertas-Company M., Aguerri J.A.L., Bernardi M., Mei S., Sanchez Almeida J.)"
VizieR,J/MNRAS/507/300/tableb1,"Galaxy properties ( Schnorr-Mueller A., Trevisan M., Riffel R., Chies-Santos A.L., Furlanetto C., Ricci T.V., Lohmann F.S., Flores-Freitas R., Mallmann N.D., Alamo-Martinez K.A.)"
VizieR,J/MNRAS/493/4276/tablea1,"Table of VIKING counterparts ( Bakx T.J.L.C., Eales S., Amvrosiadis A.)"
VizieR,J/MNRAS/508/2798/table1,"Parameters of 102 objects ( Sotnikova Y., Mikhailov A., Mufakharov T., Mingaliev M., Bursov N., Semenova T., Stolyarov V., Udovitskiy R., Kudryashova A., Erkenov A.)"
VizieR,J/MNRAS/510/2495/tablea1,"The OHM parameters ( Sotnikova Y.V., Wu Z., Mufakharov T.V., Mikhailov A.G., Mingaliev M.G., Erkenov A.K., Semenova T.A., Bursov N.N., Udovitskiy R.Y., Stolyarov V.A., Tsybulev P.G., Chen Y.J., Zhang J.S., Shen Z., Jiang D.R.)"
VizieR,J/other/Ap/52.40/fss,"Optical and near-infrared database of FSS galaxies ( Hakobyan A.A., Petrosian A.R., Mamon G.A., McLean B., Kunth D., Turatto M., Cappellaro E., Mannucci F., Allen R.J., Panagia N., Della Valle M.)"
VizieR,J/other/Ap/52.369/table1,List of observed objects ( Erastova L.K.)
VizieR,J/A+A/505/417/table1,"INTEGRAL AGN catalogue with type, position, redshift, exposure time, black hole mass ( Beckmann V., Soldi S., Ricci C., Alfonso-Garzon J., Courvoisier T.J.-L., Domingo A., Gehrels N., Lubinski P., Mas-Hesse J.M., Zdziarski A.A.)"
VizieR,J/other/Ap/49.450/table1,"Catalog of peculiar velocities of the 2MFGC galaxies ( Karachentsev I.D., Kudrya Y.N., Karachentseva V.E., Mitronova S.N.)"
VizieR,J/other/A+ARV/15.289/table1,"High accuracy distances of local galaxies ( Tammann G.A., Sandage A., Reindl B.)"
VizieR,J/A+A/506/1477/ocars,"Optical characteristics of astrometric radio sources ( Titov O., Malkin Z.)"
VizieR,J/MNRAS/527/1962/excluded,"Catalogue of excluded sources (table A2) ( Bykov S., Gilfanov M., Sunyaev R.)"
VizieR,J/MNRAS/527/1962/dwarfs,"SRG/eROSITA-SDSS catalogue of dwarf galaxies with nuclear X-ray activity (table A1) ( Bykov S., Gilfanov M., Sunyaev R.)"
VizieR,J/A+A/507/671/table2,"The GMOS and FORS2 spectroscopic catalog ( Tanaka M., Lidman C., Bower R.G., Demarco R., Finoguenov A., Kodama T., Nakata F., Rosati P.)"
VizieR,J/A+A/508/107/table3,"WMAP3 catalogue: basic data, identifications and inclusion in the flux limited sample ( Giommi P., Colafrancesco S., Padovani P., Gasparrini D., Cavazzuti E., Cutini S.)"
VizieR,J/MNRAS/520/6053/table1,"Source properties ( Pushkarev A.B., Aller H.D., Aller M.F., Homan D.C, Kovalev Y.Y., Lister M.L., Pashchenko I.N., Savolainen T., Zobnina, D.I.)"
VizieR,J/A+A/510/A48/catalog,"Palermo BAT survey catalogue (table2 in the paper) ( Cusumano G., La Parola V., Segreto A., Mangano V., Ferrigno C., Maselli A., Romano P., Mineo T., Sbarufatti B., Campana S., Chincarini G., Giommi P., Masetti N., Moretti A., Tagliaferri G.)"
VizieR,J/A+A/510/A56/tablea1,zCOSMOS type-2 AGN ( Bongiorno A.)
VizieR,J/MNRAS/510/4796/table1,"INTEGRAL/IBIS X-ray catalog ( Krivonos R., Sazonov S., Kuznetsova E., Lutovinov A., Mereminskiy I., Tsygankov S.)"
VizieR,J/MNRAS/510/2495/tablea2,"The control parameters ( Sotnikova Y.V., Wu Z., Mufakharov T.V., Mikhailov A.G., Mingaliev M.G., Erkenov A.K., Semenova T.A., Bursov N.N., Udovitskiy R.Y., Stolyarov V.A., Tsybulev P.G., Chen Y.J., Zhang J.S., Shen Z., Jiang D.R.)"
VizieR,J/A+A/488/867/table1,"The sample and the observational synchrotron peak frequencies obtained in this work ( Nieppola E., Valtaoja E., Tornikoski M., Hovatta T., Kotiranta M.)"
VizieR,J/A+A/539/A80/lrgadap,"Luminous Red Galaxy (LRG) sample adaptive threshold catalog ( Liivamagi L.J., Tempel E., Saar E.)"
VizieR,J/MNRAS/478/3740/table1,"Main relevant parameters of the sample ( Arrabal Haro P., Rodriguez Espinosa J.M., Munoz-Tunon C., et al.)"
VizieR,J/A+A/580/A131/table1,"Sample and basic data of 63 (38 SNe IIn, 6 SNe Ibn, 1 SN Ia-CSM, 18 SN IMs) CSI SN host galaxies ( Taddia F., Sollerman J., Fremling C., Pastorello A., Leloudas G., Fransson C., Nyholm A., Stritzinger M.D., Ergon M., Roy R., Migotto K.)"
VizieR,J/MNRAS/478/2132/tablea,"Main X-ray source catalogue ( Chen C.-T.J., Brandt W.N., Luo B., et al.)"
VizieR,J/A+A/581/L5/table1,"The Ghat sample studied in this paper, including values (or upper limits) of q_22_ ( Garrett M.A.)"
VizieR,J/MNRAS/478/1512/list,"List of calibrators ( Bonato M., Liuzzo E., Giannetti A., Massardi M., De Zotti G., Burkutean S., Galluzzi V., Negrello M., Baronchelli I., Brand J., Zwaan M.A., Rygl K.L.J., Marchili N., Klitsch A., Oteo I.)"
VizieR,J/MNRAS/478/1512/catalog,"Catalog for 754 calibrators ( Bonato M., Liuzzo E., Giannetti A., Massardi M., De Zotti G., Burkutean S., Galluzzi V., Negrello M., Baronchelli I., Brand J., Zwaan M.A., Rygl K.L.J., Marchili N., Klitsch A., Oteo I.)"
VizieR,J/MNRAS/477/830/table4,"Radio flux densities and luminosities of extremely red quasars (ERQs) ( Hwang H.-C., Zakamska N.L., Alexandroff R.M., Hamann F., Greene J.E., Perrotta S., Richards G.T.)"
VizieR,J/A+A/584/A62/tablea2,"List of supernovae ( Cappellaro E., Botticella M.T., Pignata G., et al.)"
VizieR,J/A+A/579/A40/pessto,"PESSTO Public ESO Spectroscopic Survey of Transient Objects ( Smartt S.J., Valenti S., Fraser M., et al.)"
VizieR,J/MNRAS/477/2817/table2,"Our spectroscopic luminous LAEs, ranked by redshift and then by Ly{alpha} luminosity of the parent sample ( Sobral D., Matthee J., Darvish B., Smail I., Best P.N., Alegre L., Rottgering H., Mobasher B., Paulino-Afonso A., Stroe A., Oteo I.)"
VizieR,J/A+A/587/A112/sources,"Studied sources ( Taris F., Andrei J., Roland A., Klotz A., Vachier S., Souchay J.)"
VizieR,J/A+A/588/A103/cat2rxs,"Catalogue of 135118 2RXS ROSAT sources ( Boller T., Freyberg M.J., Truemper J., Haberl F., Voges W., Nandra K.)"
VizieR,J/A+A/588/A141/table5,"MWACS-BZCat sources ( Giroletti M., Massaro F., D'Abrusco R., et al.)"
VizieR,J/A+A/588/A141/table6,"MWACS-3LAC sources ( Giroletti M., Massaro F., D'Abrusco R., et al.)"
VizieR,J/MNRAS/476/2501/tableb1,"Parameters for all the MQ AGN analysed in this work ( Aranzana E., Kording E., Uttley P., Scaringi S., Bloemen S.)"
VizieR,J/MNRAS/475/4148/table2,"VIMOS spectroscopic redshifts in the UKIDSS UDS field ( Galametz A., Pentericci L., Castellano M., Mendel T., Hartley W.G., Fossati M., Finoguenov A., Almaini O., Beifiori A., Fontana A., Grazian A., Scodeggio M., Kocevski D.D.)"
VizieR,J/MNRAS/477/4711/table2,"All the quantities and properties required to plot all the figures in Section 4 ( Graham M.T., Cappellari M., Li H., Mao S., Bershady M.A., Bizyaev D., Brinkmann J., Brownstein J.R., Bundy K., Drory N., Law D.R., Pan K., Thomas D., Wake D.A., Weijmans A.-M., Westfall K.B., Yan R.)"
VizieR,J/MNRAS/478/3740/table2,"Distances between the objects in groups and their redshifts ( Arrabal Haro P., Rodriguez Espinosa J.M., Munoz-Tunon C., et al.)"
VizieR,J/MNRAS/478/4238/table2,"Derived properties for IR-bright AGNs ( Dai Y.S., Wilkes B.J., Bergeron J., Kuraszkiewicz J., Omont A., Atanas A., Teplitz H.I.)"
VizieR,J/A+A/578/A46/xmm,"Full dataset of clusters of galaxies ( Ettori S., Baldi A., Balestra I., Gastaldello F., Molendi S., Tozzi P.)"
VizieR,J/MNRAS/481/5630/tablec1,"Emitter catalogue ( Shimakawa R., Koyama Y., Rottgering H.J.A., Kodama T., Hayashi M., Hatch N.A., Dannerbauer H., Tanaka I., Tadaki K.-I., Suzuki T.L., Fukagawa N., Cai Z., Kurk J.D.)"
VizieR,J/A+A/574/A49/catalog,"Combined table from original tables ( Antonucci M., Talavera A., Vagnetti F., Trevese D., Comastri A., Paolillo M., Ranalli P., Vignali C.)"
VizieR,J/A+A/574/A60/table1,"SDSS sample of 20 SNe Ib, Ic and Ic-BL ( Taddia F., Sollerman J., Leloudas G., Stritzinger M.D., Valenti S., Galbany L., Kessler R., Schneider D.P., Wheeler J.C.)"
VizieR,J/MNRAS/481/1055/table5,"Galaxy redshifts ( Haines C.P., Busarello G., Merluzzi P., Pimbblet K.A., Vogt F.P.A., Dopita M.A., Mercurio A., Grado A., Limatola L.)"
VizieR,J/MNRAS/480/707/s82cat,"S82 cross-matched catalogue ( Prescott M., Whittam I. H., Jarvis M. J., McAlpine K., Richter L. L., Fine S., Mauch T., Heywood I., Vaccari M.)"
VizieR,J/MNRAS/480/5517/tablea1,"Cross-correlation results for the sources in our that showed a >1{sigma} significant DCF peak ( Liodakis I., Romani R.W., Filippenko A.V., Kiehlmann S., Max-Moerbeck W., Readhead A.C.S., Zheng W.)"
VizieR,J/A+A/575/A44/table1,"Characteristics of the HI detections ( Gereb K., Maccagni F.M., Morganti R., Oosterloo T.A.)"
VizieR,J/A+A/575/A44/tableb1,"HI non-detections ( Gereb K., Maccagni F.M., Morganti R., Oosterloo T.A.)"
VizieR,J/A+A/575/A48/table2,"Cluster sample, redshifts, and velocity dispersions ( Sifon C., Hoekstra H., Cacciato M., Viola M., Koehlinger F., Van Der Burg R.F.J., Sand D.J., Graham M.L.)"
VizieR,J/MNRAS/480/1022/table2,"Source catalogue ( Yang G., Brandt W.N., Darvish B., Chen C.-T.J., Vito F., Alexander D.M., Bauer F.E., Trump J.R.)"
VizieR,J/MNRAS/479/807/catalog,"Catalogue of faint local radio AGN ( Lofthouse E.K., Kaviraj S., Smith D.J.B., Hardcastle M.J.)"
VizieR,J/A+A/575/A80/sources,"All sources observed: properties of the high-z sources (table1), Herschel and Spitzer photometry (table2), and derived physical parameters from SED fitting (table4) ( Podigachoski P., Barthel P.D., Haas M., et al.)"
VizieR,J/MNRAS/478/4416/tablea1,"Properties of best-fitting models created by Teimoorinia (2012AJ....144..172T) ( Rahmani S., Teimoorinia H., Barmby P.)"
VizieR,J/A+A/578/A134/sample,"List of the basic (table 2) and derived (table 3) parameters of our candidate galaxies ( Saulder C., van den Bosch R.C.E., Mieske S.)"
VizieR,J/A+A/578/A134/serisc,"List of the basic (table B1) and derived (table B2) parameters of our alternative candidate galaxies using the Sersic fit parameters of Simard et al. (2011, Cat. J/ApJS/196/11) ( Saulder C., van den Bosch R.C.E., Mieske S.)"
VizieR,J/A+A/578/A134/taylor,"List of the basic (table C2) and derived (table C3) parameters based on the Sersic fits from Simard et al. (2011, Cat. J/ApJS/196/11) for our alternative candidate galaxies ( Saulder C., van den Bosch R.C.E., Mieske S.)"
VizieR,J/A+A/578/A134/trujillo,"List of the basic (table C4) and derived (table C5) parameters based on basic sample that are also parts of the galaxies provided in Trujillo et al. (2009ApJ...692L.118T) ( Saulder C., van den Bosch R.C.E., Mieske S.)"
VizieR,J/A+A/578/A30/table5,"Catalogue of unique ELGs of Cl0024 ( Sanchez-portal M., Pintos-Castro I., Perez-Martinez R., et al.)"
VizieR,J/A+A/578/A3/tablea1,"Catalogue of the observed sources ( Gonzalez-Fernandez C., Dorda R., Negueruela I., Marco A.)"
VizieR,J/A+A/588/A70/tablea,"List of the sources (table A1) and EPIC-PN and MOS XMM-Newton and Swift/BAT data analysis (table A2) ( Boissay R., Ricci C., Paltani S.)"
VizieR,J/MNRAS/482/1545/table2,"The SNe in our sample ( Shivvers I., Filippenko A.V., Silverman J.M., et al.)"
VizieR,J/MNRAS/475/1960/tablea6,"Master list of data for the whole sample (440 dwarfs and 447 entries) ( Fouque P., Moutou C., Malo L., Martioli E., Lim O., Rajpurohit A., Artigau E., Delfosse X., Donati J.-F., Forveille T., Morin J., Allard F., Delage R., Doyon R., Hebrard E., Neves V.)"
VizieR,J/A+A/590/A102/vipmlsw4,"VIPERS-MLS-W4 master catalogue ( Moutard T., Arnouts S., Ilbert O., Coupon J., Hudelot P., Vibert D., Comte V., Conseil S., Davidzon I., Guzzo L., Llebaria A., Martin C., McCracken H.J., Milliard B., Morrison G., Schiminovich D., Treyer M., Van Werbaeke L.)"
VizieR,J/MNRAS/468/662/tableb1,"The X-CLASS/GROND cluster catalogue ( Ridl J., Clerc N., Sadibekova T., Faccioli L., Pacaud F., Greiner J., Kruhler T., Rau A., Salvato M., Menzel M.-L., Steinle H., Wiseman P., Nandra K., Sanders J.)"
VizieR,J/MNRAS/468/4992/table1,"Source properties ( Pushkarev A.B., Kovalev Y.Y., Lister M.L., Savolainen T.)"
VizieR,J/A+A/607/A131/table1,"Redshifts of 407 galaxies in the field of A520 ( Deshev B., Finoguenov A., Verdugo M., Ziegler B., Park C., Seong Hwang H., Haines C., Kamphuis P., Tamm A., Einasto M., Hwang N., Park B.-G.)"
VizieR,J/MNRAS/467/540/sample,"Spectra from the IRTF (Table 1), FLAMINGOS (Table 2) or archival (GNRIS or SpeX; Table 3) observations ( Lamperti I., Koss M., Trakhtenbrot B., Schawinski K., Ricci C., Oh K., Landt H., Riffel R., Rodriguez-ardila A., Gehrels N., Harrison F., Masetti N., Mushotzky R., Treister E., Ueda Y., Veilleux S.)"
VizieR,J/MNRAS/467/4220/catalog,"Catalogue of i<=24 galaxies inside 120 arcsec of HE 0435-1223 (Tables A1 and A2 from the paper) ( Rusu C.E., Fassnacht C.D., Sluse D., Hilbert S., Wong K.C., Huang K.-H., Suyu S.H., Collett T.E., Marshall P.J., Treu T., Koopmans L.V.E.)"
VizieR,J/MNRAS/467/2127/sample,"Total cluster (tables C1 and C5) ( Pranger F., Trujillo I., Kelvin L.S., Cebrian M.)"
VizieR,J/MNRAS/467/2127/field3,"Field 3 (tables C4 and C8) ( Pranger F., Trujillo I., Kelvin L.S., Cebrian M.)"
VizieR,J/MNRAS/467/2127/field2,"Field 2 (tables C3 and C7) ( Pranger F., Trujillo I., Kelvin L.S., Cebrian M.)"
VizieR,J/MNRAS/467/2127/field1,"Field 1 (tables C2 and C6) ( Pranger F., Trujillo I., Kelvin L.S., Cebrian M.)"
VizieR,J/MNRAS/468/77/table5,"Candidate quasar pairs drawn from our parent sample ( Eftekharzadeh S., Myers A.D., Hennawi J.F., Djorgovski S.G., Richards G.T., Mahabal A.A., Graham M.J.)"
VizieR,J/A+A/608/A95/tablec1,"SB2, SB3, and SB4 candidates in clusters ordered by increasing identifier ( Merle T., Van Eck S., Jorissen A., et al.)"
VizieR,J/MNRAS/467/1098/table2,"Non-ASAS-SN Supernovae ( Holoien T.W.-S., Brown J.S., Stanek K.Z., et al.)"
