TAP_service,table_name,description
VizieR,VII/255/sample,"dat.The sample of high-redshift galaxies: spectral indeces, redshifts, magnitudes, sizes and flux density for 2442 galaxies. ( Khabibullina M.L., Verkhodanov O.V.)"
VizieR,J/ApJ/831/7/catalog,"Peak velocity measurements for each of the 849 quasars in the Sloan Digital Sky Survey Reverberation Mapping (SDSS-RM) sample ( Shen Y., Brandt W.N., Richards G.T., Denney K.D., Greene J.E., Grier C.J., Ho L.C., Peterson B.M., Petitjean P., Schneider D.P., Tao C., Trump J.R.)"
VizieR,J/ApJ/832/108/sne,"Sample of SNe Ic and SNe Ic-bl ( Modjaz M., Liu Y.Q., Bianco F.B., Graur O.)"
VizieR,J/MNRAS/440/1248/dim2bt,"BasicType voids from dim2 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/ApJ/832/118/table3,"Emission line spectroscopy ( Boettcher E., Zweibel E.G., Gallagher III J.S., Benjamin R.A.)"
VizieR,J/MNRAS/440/1248/dim2t1c,"Type1 clusters from dim2 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/MNRAS/417/1996/tablea1,"Measured rotation velocities and emission scalelengths ( Jaffe Y.L., Aragon-Salamanca A., Kuntschner H., Bamford S., Hoyos C., De Lucia G., Halliday C., Milvang-Jensen B., Poggianti B., Rudnick G., Saglia R.P., Sanchez-Blazquez P., Zaritsky D.)"
VizieR,J/ApJ/832/90/table1,"Catalog of merging galaxies with tidal tails ( Wen Z.Z., Zheng X.Z.)"
VizieR,J/MNRAS/418/1409/tablea2,"Individual member galaxies of the groups in tablea1 ( Mendel J.T., Ellison S.L., Simard L., Patton D.R., McConnachie A.W.)"
VizieR,J/ApJ/833/117/table1,"*VERITAS northern blazars ( Turley C.F., Fox D.B., Murase K., et al.)"
VizieR,J/ApJ/833/159/table2,"List of the enlarged (ES) of binary-driven hypernovae (BdHNe) considered in this work ( Pisani G.B., Ruffini R., Aimuratov Y., Bianco C.L., Kovacevic M., Moradi R., Muccino M., Penacchioni A.V., Rueda J.A., Shakeri S., Wang Y.)"
VizieR,J/MNRAS/440/1248/dim2t2v,"Type2 voids from dim2 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,VII/251/sbs,"SBS positions and redshift. ( Gyulzadian M.V., Petrosian A.R.)"
VizieR,J/MNRAS/440/1248/lrgbribt,"BasicType voids from lrgbright in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/ApJ/833/178/table1,"Cluster properties ( Vulcani B., Treu T., Schmidt K.B., Morishita T., Dressler A., Poggianti B.M., Abramson L., Bradac M., Brammer G.B., Hoag A., Malkan M., Pentericci L., Trenti M.)"
VizieR,J/MNRAS/440/1248/lrgbt1c,"Type1 clusters from lrgbright in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/MNRAS/440/1248/lrgbt1v,"Type1 voids from lrgbright in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/ApJ/833/194/table1,"Algorithmically identified groups with >=5 members ( Wilson M.L., Zabludoff A.I., Ammons S.M., Momcheva I.G., Williams K.A., Keeton C.R.)"
VizieR,J/MNRAS/440/1248/lrgbt2v,"Type2 voids from lrgbright in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/MNRAS/417/2347/sample,"The child disk sample of the 189 galaxies: basic properties (table1), best-fit parameters from i-band Bulge-Disc (B+D) fits (table3), and rotation curve fit parameters (table5) ( Reyes R., Mandelbaum R., Gunn J.E., Pizagno J., Lackner C.N.)"
VizieR,J/ApJ/833/194/table2,"Group catalog supplement: algorithmically identified groups with 3-4 members ( Wilson M.L., Zabludoff A.I., Ammons S.M., Momcheva I.G., Williams K.A., Keeton C.R.)"
VizieR,J/ApJ/833/194/table3,"Group catalog supplement: supergroup and its substructures in Field b0712 ( Wilson M.L., Zabludoff A.I., Ammons S.M., Momcheva I.G., Williams K.A., Keeton C.R.)"
VizieR,J/MNRAS/440/1248/dim2t1v,"Type1 voids from dim2 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/ApJ/862/172/table3,"Dynamical mass and richness estimates ( Rines K.J., Geller M.J., Diaferio A., Hwang Ho S., Sohn J.)"
VizieR,J/ApJ/836/174/gps,"The sources from the GPS (sources that have a peak above 843MHz) ( Callingham J.R., Ekers R.D., Gaensler B.M., et al.)"
VizieR,J/ApJ/836/174/pkfreq,"The peaked-spectrum sources in the high and low frequency samples (sources with a spectral peak between 72MHz and 1.4GHz) ( Callingham J.R., Ekers R.D., Gaensler B.M., et al.)"
VizieR,J/ApJ/840/87/targets,"Previously published data, radial velocities and spectral types from this paper, and youth properties (tables 1, 2 and 5) ( Riedel A.R., Alam M.K., Rice E.L., Cruz K.L., Henry T.J.)"
VizieR,J/ApJ/840/97/table1,"Target properties ( Fausnaugh M.M., Grier C.J., Bentz M.C., et al.)"
VizieR,J/MNRAS/441/2/tabled,"Properties of SDSS-DR7/POP galaxies ( Dominguez Sanchez H., Bongiovanni A., Lara-Lopez M.A., Oteo I., Cepa J., Perez Garcia A.M., Sanchez-Portal M., Ederoclite A., Lutz D., Cresci G., Delvecchio I., Berta S., Magnelli B., Popesso P., Pozzi F., Riguccini L.)"
VizieR,J/ApJ/841/76/table2,"Host galaxy IR properties of the 24 Palomar-Green quasars ( Lyu J., Rieke G.H.)"
VizieR,J/ApJ/841/76/table5,"Properties of 101 SFGs in the GOALS sample ( Lyu J., Rieke G.H.)"
VizieR,J/MNRAS/442/1663/table4,"Details of the 4172 red giants identified in our spectroscopic follow-up of sources towards the SMC ( Dobbie P.D., Cole A.A., Subramaniam A., Keller S.)"
VizieR,J/ApJ/842/120/table2,"Kinematic catalog ( Ibata R.A., Lewis G.F., Thomas G., Martin N.F., Chapman S.)"
VizieR,J/MNRAS/442/1663/table5,"*Details of the 352 carbon rich giants that were included in our spectroscopic survey of the SMC ( Dobbie P.D., Cole A.A., Subramaniam A., Keller S.)"
VizieR,J/MNRAS/442/533/table3,"Catalog of recently quenched ellipticals (RQEs) ( McIntosh D.H., Wagner C., Cooper A., Bell E.F., Keres D., van den Bosch F.C., Gallazzi A., Haines T., Mann J., Pasquali A., Christian A.M.)"
VizieR,J/ApJ/842/87/table3,"Sources with unknown classification predicted to be flat-spectrum radio quasars (FSRQs) ( Mao P., Urry C.M., Marchesini E., Landoni M., Massaro F., Ajello M.)"
VizieR,J/MNRAS/443/1044/tableb1,"HI parameters of good detections (high S/N and not confused/disturbed) ( Masters K.L., Crook A., Hong T., Jarrett T.H., Koribalski B.S., Macri L., Springob C.M., Staveley-Smith L.)"
VizieR,J/ApJ/843/30/qsos,"List of unique quasars; table added by CDS ( Zhu D., Sun M., Wang T.)"
VizieR,J/ApJ/843/76/table4,"*Planck Early Sunyaev-Zel'dovich (ESZ) sample ( Andrade-Santos F., Jones C., Forman W.R., et al.)"
VizieR,J/ApJ/843/76/table5,"*X-ray sample ( Andrade-Santos F., Jones C., Forman W.R., et al.)"
VizieR,J/ApJ/844/171/greenpeas,"Green Pea galaxies line measurements from SDSS spectra and Ly{alpha} properties from HST/COS (tables 1-3) ( Yang H., Malhotra S., Gronke M., Rhoads J.E., Leitherer C., Wofford A., Jiang T., Dijkstra M., Tilvi V., Wang J.)"
VizieR,J/MNRAS/443/1044/tableb3,"List of non-detections ( Masters K.L., Crook A., Hong T., Jarrett T.H., Koribalski B.S., Macri L., Springob C.M., Staveley-Smith L.)"
VizieR,J/ApJ/845/157/table1,"*Measured quantities for SNELLS lenses ( Newman A.B., Smith R.J., Conroy C., Villaume A., van Dokkum P.)"
VizieR,J/ApJ/845/85/table1,"Spectral super-luminous supernovae (SLSNe) Ic ( Liu Y.-Q., Modjaz M., Bianco F.B.)"
VizieR,J/ApJ/846/105/table3,"All [CII] observations in the literature to date of z>5 ( Olsen K., Greve T.R., Narayanan D., Thompson R., Dave R., Rios L.N., Stawinski S.)"
VizieR,J/ApJ/846/23/rgbstars,"Magellan and SALT observations of NGC 6681 red giant branch stars (RGBs) and comparison of photometric and spectroscopic stellar atmosphere parameters (tables 1 and 3) ( O'Malley E.M., Knaizev A., McWilliam A., Chaboyer B.)"
VizieR,J/MNRAS/443/1231/table2,"6dFGSv velocity dispersion catalogue ( Campbell L.A., Lucey J.R., Colless M., Jones D.H., Springob C.M., Magoulas C., Proctor R.N., Mould J.R., Read M.A., Brough S., Jarrett T., Merson A.I., Lah P., Beutler F., Cluver M.E., Parker Q.A.)"
VizieR,J/ApJ/846/44/table1,*Luminous persistent radio source candidates ( Ofek E.O.)
VizieR,J/MNRAS/443/1549/table2,"Multiply imaged systems considered in this work ( Jauzac M., Clement B., Limousin M., Richard J., Jullo E., Ebeling H., Atek H., Kneib J.-P., Knowles K., Natarajan P., Eckert D., Egami E., Massey R., Rexroth M.)"
VizieR,J/ApJ/847/38/table12,"The blueberry galaxies properties (tables 1 and 2) ( Yang H., Malhotra S., Rhoads J.E., Wang J.)"
VizieR,J/MNRAS/414/3052/tablea1,"Sample ( den Brok M., Peletier R.F., Valentijn E.A., et al.)"
VizieR,J/ApJ/847/81/losqso,"Overview of the FUV spectra, HeII sightlines and the number of foreground quasars for the 22 background quasar sightlines (tables 1 and 2) ( Schmidt T.M., Worseck G., Hennawi J.F., Prochaska J.X., Crighton N.H.M.)"
VizieR,J/MNRAS/414/28/tablec1,"Quasars with z>2.1 for which we have obtained AAOmega spectra ( Crighton N.H.M., Bielby R., Shanks T., et al.)"
VizieR,J/MNRAS/414/2005/table1,"1822 Cosmic Flows GBT and Parkes HI ( Courtois H.M., Tully R.B., Makarov D.I., Mitronova S., Koribalski B., Karachentsev I.D., Fisher J.R.)"
VizieR,J/MNRAS/443/1044/tableb2,"HI parameters of all other detected galaxies ( Masters K.L., Crook A., Hong T., Jarrett T.H., Koribalski B.S., Macri L., Springob C.M., Staveley-Smith L.)"
VizieR,J/MNRAS/416/1900/psr,"The PSR sample ( Rigby E.E., Best P.N., Brookes M.H., Peacock J.A., Dunlop J.S., Rottgering H.J.A., Wall J.V., Ker L.)"
VizieR,J/MNRAS/415/1013/appena,"Radio properties of our FR II radio sources ( Koziel-Wierzbowska D., Stasinska G.)"
VizieR,J/MNRAS/441/1802/table1,"Table of all quasars in the full quasar sample (FQS) ( Karhunen K., Kotilainen J.K., Falomo R., Bettoni D.)"
VizieR,J/ApJ/836/186/table1,"summary ( Jiang Y.-F., Green P.J., Greene J.E., et al.)"
VizieR,J/MNRAS/416/1900/hercules,"The Hercules sample ( Rigby E.E., Best P.N., Brookes M.H., Peacock J.A., Dunlop J.S., Rottgering H.J.A., Wall J.V., Ker L.)"
VizieR,J/MNRAS/416/1764/table2,"Properties of detected water masers ( Walsh A.J., Breen S.L., Britton T., et al.)"
VizieR,J/MNRAS/440/799/table2,"Source parameters measured from the data ( Vivek M., Srianand R., Petitjean P., Mohan V., Mahabal A., Samui S.)"
VizieR,J/MNRAS/415/32/catalog,"*COLD GASS Second Data Release - 2 February 2012 ( Saintonge A., Kauffmann G., Kramer C., et al.)"
VizieR,J/ApJ/836/99/table5,"The primary NuSTAR serendipitous source catalog ( Lansbury G.B., Stern D., Aird J., et al.)"
VizieR,J/ApJ/836/99/table7,"The secondary NuSTAR serendipitous source catalog ( Lansbury G.B., Stern D., Aird J., et al.)"
VizieR,J/ApJ/837/120/table2,"Galaxy properties and SN control times ( Graur O., Bianco F.B., Huang S., Modjaz M., Shivvers I., Filippenko A.V., Li W., Eldridge J.J.)"
VizieR,J/ApJ/837/139/table3,"SMA 4{sigma} sources ( Cowie L.L., Barger A.J., Hsu L.-Y., Chen C.-C., Owen F.N., Wang W.-H.)"
VizieR,J/ApJ/837/139/table4,"*Chapman et al. (2005, J/ApJ/622/772) sample ( Cowie L.L., Barger A.J., Hsu L.-Y., Chen C.-C., Owen F.N., Wang W.-H.)"
VizieR,J/MNRAS/440/843/table1,"*GIM2D parameters from matched catalog ( Omand C.M.B., Balogh M.L., Poggianti B.M.)"
VizieR,J/MNRAS/441/1802/table2,"Table of all galaxies in the full control galaxy sample (FCGS) ( Karhunen K., Kotilainen J.K., Falomo R., Bettoni D.)"
VizieR,J/ApJ/837/139/table6,"SCUBA-2 450um (4{sigma}) ( Cowie L.L., Barger A.J., Hsu L.-Y., Chen C.-C., Owen F.N., Wang W.-H.)"
VizieR,J/ApJ/837/42/table1,"Analyzed dwarf galaxies ( Douglass K.A., Vogeley M.S.)"
VizieR,J/ApJ/837/88/table1,"Catalog data for individual galaxies ( Bayliss M.B., Zengo K., Ruel J., Benson B.A., Bleem L.E., Bocquet S., Bulbul E., Brodwin M., Capasso R., Chiu I.-N., McDonald M., Rapetti D., Saro A., Stalder B., Stark A.A., Strazzullo V., Stubbs C.W., Zenteno A.)"
VizieR,J/ApJ/838/110/table2,"High quality DEIMOS galaxies ( Golovich N., van Weeren R.J., Dawson W.A., Jee M.J., Wittman D.)"
VizieR,J/ApJ/838/11/table2,"Velocity and metallicity measurements for Tucana III (106 unique stars) ( Simon J.D., Li T.S., Drlica-Wagner A., et al.)"
VizieR,J/MNRAS/415/1883/table4,"The HI properties of galaxies detected in the AGES NGC 7448 data cube ( Davies J.I., Auld R., Burns L., Minchin R., Momjian E., Schneider S., Smith M., Taylor R., Van Driel W.)"
VizieR,J/MNRAS/415/1188/tablea2,"Main parameters of groups and pairs delineating the Lynx-Cancer void ( Pustilnik S.A., Tepliakova A.L.)"
VizieR,J/MNRAS/415/1188/tablea1,"List of 'isolated' luminous galaxies delineating the Lynx-Cancer void ( Pustilnik S.A., Tepliakova A.L.)"
VizieR,J/MNRAS/415/1188/table2,"Main parameters of dwarf galaxies inside the Lynx-Cancer void ( Pustilnik S.A., Tepliakova A.L.)"
VizieR,J/MNRAS/441/1017/table2,"Photometry for 7 galaxies in GOODS-S ( Rowlands K., Dunne L., Dye S., Aragon-Salamanca A., Maddox S., da Cunha E., Smith D.J.B., Bourne N., Eales S., Gomez H.L., Smail I., Alpaslan M., Clark C.J.R., Driver S., Ibar E., Ivison R.J., Robotham A., Smith M.W.L., Valiante E.)"
VizieR,J/MNRAS/441/1017/table3,"Photometry for 10 galaxies in Lockman Hole ( Rowlands K., Dunne L., Dye S., Aragon-Salamanca A., Maddox S., da Cunha E., Smith D.J.B., Bourne N., Eales S., Gomez H.L., Smail I., Alpaslan M., Clark C.J.R., Driver S., Ibar E., Ivison R.J., Robotham A., Smith M.W.L., Valiante E.)"
VizieR,J/MNRAS/441/1017/table4,"Photometry for 7 galaxies in COSMOS ( Rowlands K., Dunne L., Dye S., Aragon-Salamanca A., Maddox S., da Cunha E., Smith D.J.B., Bourne N., Eales S., Gomez H.L., Smail I., Alpaslan M., Clark C.J.R., Driver S., Ibar E., Ivison R.J., Robotham A., Smith M.W.L., Valiante E.)"
VizieR,J/ApJ/838/83/table2,"Radial velocities ( Kirby E.N., Cohen J.G., Simon J.D., Guhathakurta P., Thygesen A.O., Duggan G.E.)"
VizieR,J/ApJ/838/90/targets,"Target star observations and stellar abundances (tables 1 and 11) ( O'Malley E.M., McWilliam A., Chaboyer B., Thompson I.)"
VizieR,J/ApJ/840/21/table1,"The 8 WISE-SDSS-IRAS/AKARI specz dust-obscured galaxies (DOGs) identified in this work ( Toba Y., Nagao T., Wang W.-H., Matsuhara H., Akiyama M., Goto T., Koyama Y., Ohyama Y., Yamamura I.)"
VizieR,J/MNRAS/441/1017/table1,"Photometry for 10 galaxies in GOODS-N ( Rowlands K., Dunne L., Dye S., Aragon-Salamanca A., Maddox S., da Cunha E., Smith D.J.B., Bourne N., Eales S., Gomez H.L., Smail I., Alpaslan M., Clark C.J.R., Driver S., Ibar E., Ivison R.J., Robotham A., Smith M.W.L., Valiante E.)"
VizieR,J/other/AstBu/73.124/lsci,"Galaxies in the Local Supercluster band ( Kashibadze O.G., Karachentsev I.D., Karachentseva V.E.)"
VizieR,J/other/PPMtO/17B.1/catalog,"Catalogue of all optically identified objects: galaxies (table1), quasars (table2), Seyfert galaxies (table3) and BL Lac objects (table4) ( Yuan Q.-R., Wu J.-H., Yuan W.-M., Hu F.-X.)"
VizieR,J/ApJS/215/22/table2,"The Extended Virgo Cluster Catalog (EVCC) ( Kim S., Rey S.-C., Jerjen H., Lisker T., Sung E.-C., Lee Y., Chung J., Pak M., Yi W., Lee W.)"
VizieR,J/ApJS/215/22/table3,"Galaxies in the VCC which are not in common with the EVCC ( Kim S., Rey S.-C., Jerjen H., Lisker T., Sung E.-C., Lee Y., Chung J., Pak M., Yi W., Lee W.)"
VizieR,J/MNRAS/477/5625/sample,"QSOs redshifts, Ly{alpha} integrated flux (table 1) and rst EWs of CII {lambda}1334, SiII {lambda}1526, AlII {lambda}1670, and FeII {lambda}2344 transitions (table 2) ( Fathivavsari H., Petitjean P., Jamialahmadi N., Khosroshahi H.G., Rahmani H., Finley H., Noterdaeme P., Paris I., Srianand R.)"
VizieR,J/ApJS/216/17/table1,"Nearby AGN list ( Kim D., Im M., Kim J.H., Jun H.D., Woo J.-H., Lee H.M., Lee M.G., Nakagawa T., Matsuhara H., Wada T., Oyabu S., Takagi T., Ohyama Y., Lee S.-K.)"
VizieR,J/ApJS/261/34/table1,"GALFIT results of 2MASX Ks-band-selected close major-merger galaxy pair (H-KPAIR) ( He C., Xu C.K., Domingue D., Cao C., Huang J.-S.)"
VizieR,J/ApJS/216/22/tablea1,"Basic data of our targets and observations ( Bhatt N.H., Cami J.)"
VizieR,J/MNRAS/477/2173/table1,"GRBs data ( Song C.-Y., Liu T., Li A.)"
VizieR,J/MNRAS/476/875/tablea3,"GASS-low non-detections ( Catinella B., Saintonge A., Janowiecki S., Cortese L., Dave R., Lemonias J.J., Cooper A.P., Schiminovich D., Hummels C.B., Fabello S., Gereb K., Kilborn V., Wang J.)"
VizieR,J/MNRAS/476/875/tablea2,"HI Properties of GASS-low detections ( Catinella B., Saintonge A., Janowiecki S., Cortese L., Dave R., Lemonias J.J., Cooper A.P., Schiminovich D., Hummels C.B., Fabello S., Gereb K., Kilborn V., Wang J.)"
VizieR,J/ApJS/217/11/HeI,"The HeI^*^ BAL quasars ( Liu W.-J., Zhou H., Ji T., Yuan W., Wang T.-G., Jian G., Shi X., Zhang S., Jiang P., Shu X., Wang H., Wang S.-F., Sun L., Yang C., Liu B., Zhao W.)"
VizieR,J/ApJS/217/11/table3,"The parent sample of MgII BAL quasars in the SDSS-DR5 ( Liu W.-J., Zhou H., Ji T., Yuan W., Wang T.-G., Jian G., Shi X., Zhang S., Jiang P., Shu X., Wang H., Wang S.-F., Sun L., Yang C., Liu B., Zhao W.)"
VizieR,J/ApJS/217/26/table1,"Sample properties and observation parameters ( Barth A.J., Bennert V.N., Canalizo G., et al.)"
VizieR,J/ApJS/217/27/table1,"Catalog of the morphological types of local galaxies ( Ann H.B., Seo M., Ha D.K.)"
VizieR,J/MNRAS/476/875/tablea1,"SDSS and UV parameters of GASS-low galaxies ( Catinella B., Saintonge A., Janowiecki S., Cortese L., Dave R., Lemonias J.J., Cooper A.P., Schiminovich D., Hummels C.B., Fabello S., Gereb K., Kilborn V., Wang J.)"
VizieR,J/ApJS/218/10/table1,"List of observations and derived parameters of the HET Massive Galaxy Survey (HETMGS) ( van den Bosch R.C.E., Gebhardt K., Gultekin K., Yildirim A., Walsh J.L.)"
VizieR,J/MNRAS/476/4965/tableb3,"List of strong CII/SiII systems. These systems are not part of the studied here ( Muzahid S., Fonseca G., Roberts A., Rosenwasser B., Richter P., Narayanan A., Churchill C., Charlton J.)"
VizieR,J/MNRAS/476/4965/tableb2,"List of QSO spectra with S/N<5 per pixel that are not used in this study ( Muzahid S., Fonseca G., Roberts A., Rosenwasser B., Richter P., Narayanan A., Churchill C., Charlton J.)"
VizieR,J/MNRAS/476/4965/tableb1,"List of QSO spectra with S/N>5 per pixel searched for weak MgII analogs ( Muzahid S., Fonseca G., Roberts A., Rosenwasser B., Richter P., Narayanan A., Churchill C., Charlton J.)"
VizieR,J/MNRAS/476/3160/table3,"Radial velocity data for 412 stars in the Monoceros star-forming region ( Costado M.T., Alfaro E.J.)"
VizieR,J/ApJS/219/18/hdet2,"Fluxes of the 24um-selected  Herschel-detected type-2 AGN sample with redshifts and derived  parameters ( Xu L., Rieke G.H., Egami E., Pereira M.J., Haines C.P., Smith G.P.)"
VizieR,J/ApJS/217/11/table6,"Low-z BAL AGNs ( Liu W.-J., Zhou H., Ji T., Yuan W., Wang T.-G., Jian G., Shi X., Zhang S., Jiang P., Shu X., Wang H., Wang S.-F., Sun L., Yang C., Liu B., Zhao W.)"
VizieR,J/ApJS/215/12/table1,"Catalog of CIV{lambda}{lambda}1548,1551 absorption systems for 9708 quasars ( Chen Z.-F., Qin Y.-P., Qin M., Pan C.-J., Pan D.-S.)"
VizieR,J/ApJS/214/24/3dhstall,"*3D-HST+CANDELS all fields master catalog (3dhst_master.phot.v4.1) ( Skelton R.E., Whitaker K.E., Momcheva I.G., et al.)"
VizieR,J/MNRAS/478/4336/table1,"The SDSS and GALEX data for all the Coma supercluster galaxies in our sample ( Mahajan S., Singh A., Shobhana D.)"
VizieR,J/MNRAS/478/4293/tablea1,"Metallicity, mass, SFR and morphological properties ( Carton D., Brinchmann J., Contini T., Epinat B., Finley H., Richard J., Patricio V., Schaye J., Nanayakkara T., Weilbacher P.M., Wisotzki)"
VizieR,J/ApJS/261/7/tablea1,"Summary of observations used in this work ( den Brok J.S., Koss M.J., Trakhtenbrot B., et al.)"
VizieR,J/ApJS/207/4/table2,"Unidentified {gamma}-ray sources (32 unique 2FGL) ( Massaro F., D'Abrusco R., Giroletti M., Paggi A., Masetti N., Tosti G., Nori M., Funk S.)"
VizieR,J/MNRAS/478/4068/table1,"The MIR and optical data for 99 BLAGNs and 64 NLS1s ( Lakicevic M., Popovic L.C., Kovacevic-Dojcinovic J.)"
VizieR,J/ApJS/209/20/table9,"GRB catalog ( Grupe D., Nousek J.A., Veres P., Zhang B.-B., Gehrels N.)"
VizieR,J/MNRAS/478/3447/table2,"properties and atomic gas fractions of the final post-merger sample, ordered by SDSS objID ( Ellison S.L., Catinella B., Cortese L.)"
VizieR,J/MNRAS/478/3447/table1,"Arecibo observations of post-mergers, ordered by SDSS objID ( Ellison S.L., Catinella B., Cortese L.)"
VizieR,J/ApJS/209/37/cores,"Observed and derived line parameters  at the emission peaks of 38 dense cores ( Meng F., Wu Y., Liu T.)"
VizieR,J/MNRAS/478/2132/tablec,"The photo-zs for galaxies detected in the N18 forced-photometry catalogue ( Chen C.-T.J., Brandt W.N., Luo B., et al.)"
VizieR,J/ApJS/210/7/table1,"Catalog of CIV(1548,1551) absorption systems for 6291 SDSS-DR9 quasars - table from erratum 2014, ApJS, 212, 17 ( Chen Z.-F., Qin Y.-P., Pan C.-J., Huang W.-R., Qin M., Wu H.-N.)"
VizieR,J/MNRAS/478/1442/tableb1,"Directly observable quantities for our 78 Stripe82 galaxies ( Bertemes C., Wuyts S., Lutz D., Forster Schreiber N.M., Genzel R., Minchin R.F., Mundell C.G., Rosario D., Saintonge A., Tacconi L.)"
VizieR,J/MNRAS/477/L50/table1,"Properties of the stars in the Upper Scorpius region ( Galli P.A.B., Joncour I., Moraux E.)"
VizieR,J/ApJS/210/7/table3,"*Sources of the randomly selected quasar sample ( Chen Z.-F., Qin Y.-P., Pan C.-J., Huang W.-R., Qin M., Wu H.-N.)"
VizieR,J/MNRAS/477/845/modelunc,"Catalogue of uncorrected photometry ( Gilhuly C., Courteau S.)"
VizieR,J/MNRAS/477/845/modelcor,"*Catalogue of corrected photometry (tables 2+4) ( Gilhuly C., Courteau S.)"
VizieR,J/ApJS/261/5/table8,"CIV{lambda}1549 measurements (Appendix D) ( Mejia-Restrepo J.E., Trakhtenbrot B., Koss M.J., et al.)"
VizieR,J/ApJS/261/5/table7,"MgII{lambda}2798 measurements (Appendix D) ( Mejia-Restrepo J.E., Trakhtenbrot B., Koss M.J., et al.)"
VizieR,J/ApJS/261/5/table6,"H{beta} measurements (Appendix D) ( Mejia-Restrepo J.E., Trakhtenbrot B., Koss M.J., et al.)"
VizieR,J/ApJS/213/9/table8,"Parameters of newly discovered Supernovae ( Drake A.J., Graham M.J., Djorgovski S.G., et al.)"
VizieR,J/ApJS/214/23/sample,"IR photometry and measured features of the PG/2MASS (tables 1, 2 and 4) ( Shi Y., Rieke G.H., Ogle P.M., Su K.Y.L., Balog Z.)"
VizieR,J/ApJS/209/9/swift,"Catalog of XRT-PC detected in the  positional uncertainty region of the 2FGL source with their UVOT  counterparts ( Paggi A., Massaro F., D'Abrusco R., Smith H.A., Masetti N., Giroletti M., Tosti G., Funk S.)"
VizieR,J/ApJS/219/18/nondet,"Fluxes of 24um-selected  Herschel-non-detected type-1 and type-2 AGN sample ( Xu L., Rieke G.H., Egami E., Pereira M.J., Haines C.P., Smith G.P.)"
VizieR,J/ApJS/219/1/table6,"X-ray properties of type 1 AGNs ( Oh K., Yi S.K., Schawinski K., Koss M., Trakhtenbrot B., Soto K.)"
VizieR,J/ApJS/219/1/table9,"Properties of type 1 AGNs ( Oh K., Yi S.K., Schawinski K., Koss M., Trakhtenbrot B., Soto K.)"
VizieR,J/ApJS/221/32/table1,"Catalog of Mg II absorption systems ( Chen Z.-F., Gu Q.-S., Chen Y.-M.)"
VizieR,J/ApJS/221/7/table1,"Log of Spectroscopic Observations ( Runnoe J.C., Eracleous M., Mathes G., Pennell A., Boroson T., Sigurosson S., Bogdanovic T., Halpern J.P., Liu J.)"
VizieR,J/ApJS/222/13/table1,"The Swift AGN and Cluster Survey: SDSS confirmations ( Griffin R.D., Dai X., Kochanek C.S., Bregman J.N.)"
VizieR,J/ApJS/222/16/table1,"H-KPAIR Galaxy Sample ( Cao C., Xu C.K., Domingue D., Buat V., Cheng Y.-W., Gao Y., Huang J., Jarrett T.H., Lisenfeld U., Lu N., Mazzarella J., Sun W.-H., Wu H., Yun M.S., Ronca J., Jacques A.)"
VizieR,J/ApJS/222/16/table4,"Herschel 5-band fluxes and physical parameters of spirals in the control sample ( Cao C., Xu C.K., Domingue D., Buat V., Cheng Y.-W., Gao Y., Huang J., Jarrett T.H., Lisenfeld U., Lu N., Mazzarella J., Sun W.-H., Wu H., Yun M.S., Ronca J., Jacques A.)"
VizieR,J/ApJS/222/1/table10,"Properties of our optical-NIR counterparts ( Fujimoto S., Ouchi M., Ono Y., Shibuya T., Ishigaki M., Nagai H., Momose R.)"
VizieR,J/MNRAS/473/1751/tablea1,"The HerBS - SPIRE and SCUBA-2 data ( Bakx T.J.L.C., Eales S.A., Negrello M., et al.)"
VizieR,J/MNRAS/472/334/table1,"The Type 1 AGNs, observed at the MIR and optical wavelengths ( Lakicevic M., Kovacevic-Dojcinovic J., Popovic L.C.)"
VizieR,J/MNRAS/472/1850/table1,"The 297301 objects in the SDSS-III DR12Q catalog, and the results of our cuts ( Garnett R., Ho S., Bird S., Schneider J.)"
VizieR,J/MNRAS/471/629/tablec1,"List of sources that are observed as dual-emitters (line-emitters in at least two narrow-bands) ( Matthee J., Sobral D., Best P., Smail I., Bian F., Darvish B., Rottgering H., Fan X.)"
VizieR,J/MNRAS/471/59/table1,"Quantities for our PG QSOs sample ( Lani C., Netzer H., Lutz D.)"
VizieR,J/MNRAS/471/4990/tableb2,"Properties of point sources studied in this work ( Caglar T., Hudaverdi M.)"
VizieR,J/MNRAS/458/4074/tableb1,"List of damped and sub-damped absorbers identified in the ESO UltraViolet Echelle Spectrograph (UVES) Advanced Data Products Quasar (EUADP+) ( Quiret S., Peroux C., Zafar T., Kulkarni V.P., Jenkins E.B., Milliard B., Rahmani H., Popping A., Rao S.M., Turnshek D.A., Monier E.M.)"
