TAP_service,table_name,objects,description
VizieR,J/AJ/140/119/table4,3,"RV data of probable young candidates (PYCs) ( Schlieder J.E., Lepine S., Simon M.)"
VizieR,J/A+A/620/A68/table3,3,"Polarization data ( Hutsemekers D., Borguet B., Sluse D., Pelgrims V.)"
VizieR,J/MNRAS/439/690/blazars,3,"The blazar samples ( Hovatta T., Pavlidou V., King O.G., Mahabal A., Sesar B., Dancikova R., Djorgovski S.G., Drake A., Laher R., Levitan D., Max-Moerbeck W., Ofek E.O., Pearson T.J., Prince T.A., Readhead A.C.S., Richards J.L., Surace J.)"
VizieR,J/ApJ/684/136/table1,3,"Multiwavelength properties of the 15um sources in the ELAIS-S1 field (from erratum in 2009ApJ...701..850G) ( Gruppioni C., Pozzi F., Polletta M., Zamorani G., La Franca F., Sacchi N., Comastri A., Pozzetti L., Vignali C., Lonsdale C., Rowan-Robinson M., Surace J., Shupe D., Fang F., Matute I., Berta S.)"
VizieR,J/ApJ/746/156/table1,3,"Master table ( Chandra P., Frail D.A.)"
VizieR,J/ApJS/194/29/table4,3,"Program source data ( Richards J.L., Max-Moerbeck W., Pavlidou V., et al.)"
HEASARC,saxhellasr,3,BeppoSAX High-Energy Large Area Survey (HELLAS) Radio Source Cat
VizieR,J/PASP/97/932/3cr,3,"The catalog ( Spinrad. H, Djorgovski S., Marr J., Aguilar L.)"
VizieR,J/ApJ/618/123/table4,3,"Hard X-ray emitting AGN ( Silverman J.D., Green P.J., Barkhouse W.A., Kim D.-W., Aldcroft T.L., Cameron R.A., Wilkes B.J., Mossman A., Ghosh H., Tananbaum H., Smith M.G., Smith R.C., Smith P.S., Foltz C., Wik D., Jannuzi B.T.)"
VizieR,J/ApJ/697/207/table2,3,"Spectra of GD-1 stream candidates ( Willett B.A., Newberg H.J., Zhang H., Yanny B., Beers T.C.)"
VizieR,J/ApJS/243/14/table2,3,"The Ogle et al. Galaxy Catalog (OGC) ( Ogle P.M., Lanz L., Appleton P.N., Helou G., Mazzarella J.)"
VizieR,J/A+AS/135/571/table4,3,"Polarization properties at 6.3cm (N=154 sources) ( Zukowski E.L.H., Kronberg P.P., Forkert T., Wielebinski R.)"
VizieR,J/ApJ/708/584/table2,3,"SEXSI-Spitzer catalog ( Eckart M.E., McGreer I.D., Stern D., Harrison F.A., Helfand D.J.)"
VizieR,J/MNRAS/430/3086/tablea5,3,"Revised redshift for sources in the CoNFIG catalogue ( Gendre M.A., Best P.N., Wall J.V., Ker L.M.)"
VizieR,J/ApJ/761/125/table1,3,"Sample for blazars ( Fan J.H., Yang J.H., Yuan Y.H., Wang J., Gao Y.)"
VizieR,J/A+A/530/A21/table5,3,"Spectral parameters of the Fermi/GBM GRBs collected from the GCN Circular Archive ( Nava L., Ghirlanda G., Ghisellini G., Celotti A.)"
VizieR,J/A+A/652/A23/table1,3,"IR line fluxes for star-forming galaxies ( Fernandez-Ontiveros J.A., Perez-Montero E., Vilchez J.M., Amorin R., Spinoglio L.)"
VizieR,J/ApJS/191/124/table7,3,"Redshifts for X-ray sources solely detected in the 1-2Ms catalogs ( Silverman J.D., Mainieri V., Salvato M., et al.)"
VizieR,J/A+A/449/425/table1,3,"A catalog of Hamburg/ROSAT-FSC identifications for {delta}>0, |b|>30 and X-ray counts>0.04ct/s: 3202 objects for 2696 ROSAT sources. ( Mickaelian A.M., Hovhannisyan L.R., Engels D., Hagen H.-J., Voges W.)"
VizieR,J/ApJS/233/20/table6,3,"Cross-identified sources around the CGM-MASS galaxies ( Li J.-T., Bregman J.N., Wang Q.D., Crain R.A., Anderson M.E., Zhang S.)"
VizieR,J/ApJS/97/1/table1,3,"Objects, velocities, and column densities ( Lockman F.J., Savage B.D.)"
VizieR,J/AJ/159/103/table2,3,"The Hyper Suprime-Cam Subaru Strategic Program (HSC-SSP) dwarf-dwarf merger catalog (and non-detections) ( Kado-Fong E., Greene J.E., Greco J.P., Beaton R., Goulding A.D., Johnson S.D., Komiyama Y.)"
VizieR,J/ApJ/699/800/table3,3,"Basic properties of LBQS sources without black hole mass estimates ( Vestergaard M., Osmer P.S.)"
VizieR,J/AJ/130/1345/table2,3,"CORALS QSO magnitudes ( Ellison S.L., Hall P.B., Lira P.)"
VizieR,J/ApJ/746/85/table1,3,"Supernova from the HST Cluster Supernova Survey ( Suzuki N., Rubin D., Lidman C., et al.)"
VizieR,J/MNRAS/318/333/table1,3,"The low-flux extension to the ROSAT Brightest Cluster Sample ( Ebeling H., Edge A.C., Allen S.W., Crawford C.S., Fabian A.C., Huchra J.P.)"
VizieR,J/ApJ/653/127/table1,3,"Source Characteristics ( Shi Y., Rieke G.H., Hines D.C., Gorjian V., Werner M.W., Cleary K., Low F.J., Smith P.S., Bouwman J.)"
VizieR,J/A+A/566/A24/table2,3,"Intervening extremely strong damped Lymna-{alpha} systems (ESDLA) sample ( Noterdaeme P., Petitjean P., Paris I., Cai Z., Finley H., Ge J., Pieri M.M., York D.G.)"
VizieR,J/A+A/534/A109/mcxc,3,"MCXC catalogue (table2 of the paper) ( Piffaretti R., Arnaud M., Pratt G.W., Pointecouteau E., Melin J.-B.)"
VizieR,J/ApJ/646/133/table2,3,"Group properties ( Mulchaey J.S., Lubin L.M., Fassnacht C., Rosati P., Jeltema T.E.)"
VizieR,J/ApJS/219/18/nondet,3,"Fluxes of 24um-selected  Herschel-non-detected type-1 and type-2 AGN sample ( Xu L., Rieke G.H., Egami E., Pereira M.J., Haines C.P., Smith G.P.)"
VizieR,J/AJ/139/2525/catalog,3,"UNAM-KIAS sample of Isolated Galaxies ( Hernandez-Toledo H.M., Vazquez-Mata J.A., Martinez-Vazquez L.A., Choi Y.-Y., Park C.)"
VizieR,J/A+AS/126/519/table1,3,"Catalog elements for program galaxies ( Simien F., Prugniel P.)"
VizieR,J/MNRAS/399/2231/catalog,3,"DR5 meta-catalogue (1.7<z<4.2) ( Scaringi S., Cottis C., Knigge C., Goad M.)"
VizieR,J/A+A/569/A52/tablea1,3,"325MHz GMRT observations of the Ultra Steep Spectrum (USS) sample ( Singh V., Beelen A., Wadadekar Y., Sirothia S., Ishwara-Chandra C.H., Basu A., Omont A., McAlpine K., Ivison R.J., Oliver S., Farrah D., Lacy M.)"
VizieR,J/AJ/131/2018/table1,3,"Physical parameters and median errors of the objects in our sample that are not obvious superpositions ( Bernardi M., Sheth R.K., Nichol R.C., Miller C.J., Schlegel D., Frieman J., Schneider D.P., Subbarao M., York D.G., Brinkmann J.)"
HEASARC,pdsoid,3,Phoenix Deep Survey Optical and Near-Infrared Counterparts Catal
VizieR,J/MNRAS/470/95/macs0329,3,"MACS J0329-02 photometric redshift catalogue ( Molino A., Benitez N., Ascaso B., et al.)"
VizieR,J/A+A/566/A140/table1,3,"Catalog of XMM X-ray galaxy groups in CFHTLS-W1 ( Gozaliasl G., Finoguenov A., Khosroshahi H.G., et al.)"
VizieR,J/A+A/589/A97/table1,3,"PDS parameters of a sample of 123 long GRBs ( Dichiara S., Guidorzi C., Amati L., Frontera F., Margutti R.)"
VizieR,J/MNRAS/434/772/table1,3,"Radial velocities of 128 galaxies in the field of ZwCl 2341+00 ( Boschin W., Girardi M., Barrena R.)"
VizieR,J/ApJS/155/271/table4,3,"Optical spectroscopy results ( Szokoly G.P., Bergeron J., Hasinger G., Lehmann I., Kewley L., Mainieri V., Nonino M., Rosati P., Giacconi R., Gilli R., Gilmozzi R., Norman C., Romaniello M., Schreier E., Tozzi P., Wang J.X., Zheng W., Zirm A.)"
VizieR,J/ApJ/736/86/table1,3,"Optical continuum and emission-line parameters of the full sample ( Dong X.-B., Wang J.-G., Ho L.C., Wang T.-G., Fan X., Wang H., Zhou H., Yuan W.)"
VizieR,J/MNRAS/382/1342/table2,3,"*Bound and unbound compact stellar systems (CSS) ( Firth P., Drinkwater M.J., Evstigneeva E.A., Gregg M.D., Karick A.M., Jones J.B., Phillipps S.)"
VizieR,J/ApJ/819/63/table4,3,"Dynamical masses and SZ signals of clusters ( Rines K.J., Geller M.J., Diaferio A., Hwang H.S.)"
VizieR,J/MNRAS/444/2456/tablea1,3,"SGP (Spectral Galaxy Paris) sample selected from SDSS DR9 ( Yang H., Luo A., Chen X., Zhang J., Hou W., Cai J., Wei P., Ren J., Liu X., Zhao Y.)"
VizieR,J/MNRAS/481/4158/tablea1,3,"Parameters of 45 clusters with known mass (M500) from literature ( Wen Z.L., Han J.L.)"
VizieR,J/ApJ/738/69/table1,3,"Photometry of galaxies at 3.8<z<5.0 ( Shim H., Chary R.-R., Dickinson M., Lin L., Spinrad H., Stern D., Yan C.-H.)"
VizieR,J/MNRAS/381/1369/table3,3,"Spectroscopic targets with total z'-band magnitudes and cross-correlated redshifts ( Geach J.E., Simpson C., Rawlings S., Read A.M., Watson M.)"
VizieR,J/ApJ/911/82/table2,3,"Galaxy cluster gas mass fractions ( Corasaniti P.-S., Sereno M., Ettori S.)"
VizieR,J/ApJ/890/148/table2,3,"Cluster properties and weak-lensing measurements ( Umetsu K., Sereno M., Lieu M., et al.)"
VizieR,J/MNRAS/471/4990/tablea1,3,"X-ray to optical properties of individual galaxies ( Caglar T., Hudaverdi M.)"
VizieR,J/ApJS/175/29/table4,3,"QSO catalog corrections ( Marble A.R., Eriksen K.A., Impey C.D., Bai L., Miller L.)"
VizieR,J/MNRAS/440/1248/lrgdt1v,3,"Type1 voids from lrgdim in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/ApJ/911/82/table1,3,"Galaxy clusters from the selected LC-single and HSC-XXL catalogs ( Corasaniti P.-S., Sereno M., Ettori S.)"
VizieR,J/ApJ/466/415/table,3,"Individual velocities ( Mazeh T., Latham D.W., Stefnik R.P.)"
VizieR,J/ApJ/859/116/table1,3,"Properties ( Kong M., Ho L.C.)"
VizieR,J/ApJS/218/10/table1,3,"List of observations and derived parameters of the HET Massive Galaxy Survey (HETMGS) ( van den Bosch R.C.E., Gebhardt K., Gultekin K., Yildirim A., Walsh J.L.)"
VizieR,J/AJ/135/1311/table12,3,"*Moderate redshift radio galaxy sub-sample with LRIS MOS observations (14 targets) (table1 and 2 of the paper) ( Auger M.W., Becker R.H., Fassnacht C.D.)"
VizieR,J/MNRAS/306/857/obs,3,"Observed clusters: includes the clusters in the BCS sample (table 1 of paper) and the clusters not included due to their faint X-ray flux, declination <0, or low Galactic latitude (table 2) ( Crawford C.S., Allen S.W., Ebeling H., Edge A.C., Fabian A.C.)"
VizieR,J/A+A/466/41/tabled1,3,"Optical data of additional objects ( Krumpe M., Lamer G., Schwope A.D., Wagner S., Zamorani G., Mignoli M., Staubert R., Wisotzki L., Hasinger G)"
VizieR,J/ApJ/870/31/table1,3,"The IR catalog of the Swift/BAT 70 month AGN survey ( Ichikawa K., Ricci C., Ueda Y., Bauer F.E., Kawamuro T., Koss M.J., Oh K., Rosario D.J., Shimizu T.T., Stalevski M., Fuller L., Packham C., Trakhtenbrot B.)"
HEASARC,markarian,2,First Byurakan Survey (Markarian) Catalog of UV-Excess Galaxies
VizieR,J/ApJ/778/128/grb,2,"GRB afterglow properties and host positions ( Perley D.A., Levan A.J., Tanvir N.R., Cenko S.B., Bloom J.S., Hjorth J., Kruhler T., Filippenko A.V., Fruchter A., Fynbo J.P.U., Jakobsson P., Kalirai J., Milvang-Jensen B., Morgan A.N., Prochaska J.X., Silverman J.M.)"
VizieR,J/MNRAS/371/898/table3,2,"Radio spectra and optical IDs for extragalactic 18GHz sources (|b|>10{deg}), and excluding objects within of the LMC centre ( Sadler E.M., Ricci R., Ekers R.D., Ekers J.A., Hancock P.J., Jackson C.A., Kesteven M.J., Murphy T., Phillips C., Reinfrank R.F., Staveley-Smith L., Subrahmanyan R., Walker M.A., Wilson W.E., De Zotti G.)"
HEASARC,uvqs,2,UV-Bright Quasar Survey (UVQS) DR1 Catalog
VizieR,J/ApJ/865/106/alma,2,"CDF-S band 7 ALMA >4.5{sigma} sources and redshift data (Tables 4 and 5) ( Cowie L.L., Gonzalez-Lopez J., Barger A.J., Bauer F.E., Hsu L.-Y., Wang W.-H.)"
VizieR,J/MNRAS/352/91/table2,2,"Optical and X-ray properties of the sample ( Georgantopoulos I., Georgakakis A., Akylas A., Stewart G.C., Giannakis O., Shanks T., Kitsionas S.)"
VizieR,J/A+A/407/791/c7,2,"7um sources detected in the field of Abell 370 ( Metcalfe L., Kneib J.-P., McBreen B., Altieri B., Biviano A., Delaney M., Elbaz D., Kessler M.F., Leech K., Okumura K., Ott S., Perez-Martinez R., Sanchez-Fernandez C., Schulz B.)"
VizieR,J/ApJ/641/169/table3,2,"Lens field galaxy properties ( Momcheva I., Williams K., Keeton C., Zabludoff A.)"
VizieR,J/A+A/569/A95/tablea2,2,"Main properties objects discussed in Heidt & Nilsson (2011, J/A+A/529/A162) and the present work ( Kuegler S.D., Nilsson K., Heidt J., Esser J., Schultz T.)"
VizieR,J/A+A/407/791/c15,2,"15um sources detected in the field of Abell 370 ( Metcalfe L., Kneib J.-P., McBreen B., Altieri B., Biviano A., Delaney M., Elbaz D., Kessler M.F., Leech K., Okumura K., Ott S., Perez-Martinez R., Sanchez-Fernandez C., Schulz B.)"
HEASARC,at20g1fgl,2,AT20G/Fermi 1FGL Source Catalog
VizieR,J/AJ/141/1/goods,2,"Spitzer and ancillary data in the GOODS North  and South fields ( Teplitz H.I., Chary R., Elbaz D., Dickinson M., Bridge C., Colbert J., Le Floc'h E., Frayer D.T., Howell J.H., Koo D.C., Papovich C., Phillips A., Scarlata C., Siana B., Spinrad H., Stern D.)"
VizieR,J/MNRAS/460/3202/tablea1,2,"Best-fitting parameters of the morphological fittings and general properties of the combined (this work and literature compilation) ( Olguin-Iglesias A., Leon-Tavares J., Kotilainen J.K., Chavushyan V., Tornikoski M., Valtaoja E., Anorve C., Valdes J., Carrasco L.)"
VizieR,J/A+A/666/A115/tablea1,2,"IR emission line fluxes for the of AGN and their references ( Perez-Diaz B., Perez-Montero E., Fernandez-Ontiveros J.A., Vilchez J.M.)"
VizieR,J/ApJS/146/267/table4,2,"Optical Identifications ( Morrison G.E., Owen F.N., Ledlow M.J., Keel W.C., Hill J.M., Voges W., Herter T.)"
VizieR,J/ApJ/887/23/table2,2,"X-ray properties and redshifts of the 850um ALMA from Paper III (Cowie+, 2018, J/ApJ/865/106) ( Barger A.J., Cowie L.L., Bauer F.E., Gonzalez-Lopez J.)"
VizieR,J/ApJ/580/774/table1,2,"Catalog of the 73 X-Ray brightest clusters from the CIZA survey (Clusters In the Zone of Avoidance) ( Ebeling H., Mullis C.R., Tully R.B.)"
VizieR,J/ApJ/897/177/table1,2,"Basic properties of 142 high-redshift blazars studied in this work ( Paliya V.S., Ajello M., Cao H.-M., Giroletti M., Kaur A., Madejski G., Lott B., Hartmann D.)"
VizieR,J/MNRAS/410/1262/tablea2,2,"Classifications and redshifts ( Walker E.S., Hook I.M., Sullivan M., et al.)"
HEASARC,intibisag2,2,INTEGRAL IBIS AGN Catalog Update
VizieR,J/ApJ/847/38/table12,2,"The blueberry galaxies properties (tables 1 and 2) ( Yang H., Malhotra S., Rhoads J.E., Wang J.)"
VizieR,J/A+A/520/A113/table4,2,"List of the 49 extragalactic radio sources not detected in one or both bands during EC025A and EC025B (7 sources out of 218 observed during EC025A and 42 sources out of 229 observed during EC025B) ( Bourda G., Charlot P., Porcas R.W., Garrington S.T.)"
VizieR,J/AJ/130/896/sgrs,2,"Observed and derived properties of the sampleof 18 giant SUMSS radio sources ( Saripalli L., Hunstead R.W., Subrahmanyan R., Boyce E.)"
VizieR,J/MNRAS/440/1248/bri2t2v,2,"Type2 voids from bright2 in comoving coordinates ( Nadathur S., Hotchkiss S.)"
VizieR,J/MNRAS/439/1648/table1,2,"Basic object properties and nuclear 12 & 18um continuum fluxes/ratios ( Asmus D., Hoenig S.F., Gandhi P., Smette A., Duschl W.J.)"
VizieR,J/A+AS/128/507/table2-4,2,"Names, coordinates, redshift, observing dates, B magnitudes and comments ( Engels D., Hagen H.-J., Cordis L., Koehler S., Wisotzki L., Reimers D.)"
VizieR,J/MNRAS/440/476/qsos,2,"The low-redshift QSO sample,  and the properties of their host galaxies ( Falomo R., Bettoni D., Karhunen K., Kotilainen J.K., Uslenghi M.)"
VizieR,J/ApJ/731/97/table1,2,"Variable nucleus galaxies in GOODS ( Sarajedini V.L., Koo D.C., Klesman A.J., Laird E.S., Perez Gonzalez P.G., Mozena M.)"
VizieR,J/ApJS/225/23/table3,2,"Catalog of MLCG members ( Sohn J., Geller M.J., Hwang H.S., Zahid H.J., Lee M.G.)"
VizieR,J/ApJ/811/93/table2,2,"GRB minimum timescales ( Golkhou V.Z., Butler N.R., Littlejohns O.M.)"
VizieR,J/ApJ/874/32/table2,2,"Data used for validation with Gupta+ (2011, J/ApJ/740/92) ages ( Rose B.M., Garnavich P.M., Berg M.A.)"
VizieR,J/MNRAS/253/686/table3,2,"The survey catalogue ( COLLESS M., ELLIS R.S., TAYLOR K., SHAW G.)"
VizieR,J/ApJ/780/34/table3,2,"Photometric catalog ( Lundgren B.F., van Dokkum P., Franx M., Labbe I., Trenti M., Bouwens R., Gonzalez V., Illingworth G., Magee D., Oesch P., Stiavelli M.)"
VizieR,J/MNRAS/482/2731/table1,2,"GRBs data used to estimate dust-to-metals ratios and N(Fe,Si)_dust_ ( Zafar T., Moller P.)"
VizieR,J/AJ/146/151/table6,2,"Morphology catalog including spectroscopic and photometric properties ( Oh K., Choi H., Kim H.-G., Moon J.-S., Yi S.K.)"
VizieR,J/A+A/646/A96/table1,2,"IDs, coordinates and redshifts of the targets ( Circosta C., Mainieri V., Lamperti I., et al.)"
VizieR,J/ApJS/164/307/catalog,2,"Radio and NICMOS properties of the 3CR sample ( Madrid J.P., Chiaberge M., Floyd D., Sparks W.B., Macchetto D., Miley G.K., Axon D., Capetti A., O'Dea C.P., Baum S., Perlman E., Quillen A.)"
VizieR,J/A+A/501/461/lens,2,"Spectroscopy, photometry, and lensing mass  measurements of the 57 early-type grade-A lens galaxies of  the SLACS survey ( Grillo C., Gobat R., Lombardi M., Rosati P.)"
VizieR,J/ApJS/199/27/table1,2,"ATLBS (Australia Telescope Low Brightness Survey) Extended Source Sample ( Saripalli L., Subrahmanyan R., Thorat K., Ekers R.D., Hunstead R.W., Johnston H.M., Sadler E.M.)"
VizieR,J/ApJ/901/74/table2,2,"The galaxy properties of 19 serendipitously detected sources ( Tadaki K.-I., Belli S., Burkert A., et al.)"
VizieR,J/ApJ/894/78/lens,2,"Grade A (Table 1), B (Table 2) and C (Table 3) candidates ( Huang X., Storfer C., Ravi V., et al.)"
VizieR,J/AJ/147/20/cpm,2,"M dwarf common proper motion (CPM) pairs: observational properties (Table2) , and measured properties (Table3) ( Newton E.R., Charbonneau D., Irwin J., Berta-Thompson Z.K., Rojas-Ayala B., Covey K., Lloyd J.P.)"
HEASARC,caixa,2,Catalog of AGN in the XMM-Newton Archive
HEASARC,glxsdssqso,2,GALEX/SDSS Quasar Catalog
HEASARC,shkgalaxy,2,Shakhabazian (Shk) Compact Groups of Galaxies: Individual Galaxi
VizieR,J/AJ/157/78/table2,2,"Double and multiple star systems from Gaia-DR2 ( Jimenez-Esteban F.M., Solano E., Rodrigo C.)"
HEASARC,at20gbss,2,Australia Telescope 20-GHz Survey Bright Source Sample
HEASARC,mostatlas,2,Molonglo Observatory Synthesis Telescope ATLAS 843-MHz Source Ca
VizieR,J/MNRAS/423/3561/xclass,2,"The XMM CLuster Archive Super Survey (X-CLASS) serendipitous cluster catalogue ( Clerc N., Sadibekova T., Pierre M., Pacaud F., Le Fevre J.-P., Adami C., Altieri B., Valtchanov I.)"
VizieR,J/ApJ/699/1610/table4,2,"IRAC Flux Densities for Chapman et al. (2005, Cat. J/ApJ/622/772) SMG Sample ( Hainline L.J., Blain A.W., Smail I., Frayer D.T., Chapman S.C., Ivison R.J., Alexander D.M.)"
VizieR,J/AJ/105/427/table1,2,"UCM galaxy sample ( Rego M., Cordero-Gracia M., Zamorano J., Gallego J.)"
VizieR,J/ApJS/213/9/table8,2,"Parameters of newly discovered Supernovae ( Drake A.J., Graham M.J., Djorgovski S.G., et al.)"
VizieR,J/ApJS/140/265/table2,2,"WARPS-I Source Catalog ( Perlman E.S., Horner D.J., Jones L.R., Scharf C.A., Ebeling H., Wegner G., Malkan M.)"
VizieR,J/A+A/602/A28/table2,2,"List of dwarf galaxies with IR signatures of active massive black holes ( Marleau F.R., Clancy D., Habas R., Bianconi M.)"
VizieR,J/ApJ/801/45/table5,2,"4 Properties and Reverberation Mapping Results z=0.7-0.846, with g Band: Mg II, r Band: Continuum ( Hernitschek N., Rix H.-W., Bovy J., Morganson E.)"
VizieR,J/ApJ/867/108/localsn,2,"Measurements of Hubble residuals and host galaxy properties for 273 Type Ia supernovae at z<0.1 ( Jones D.O., Riess A.G., Scolnic D.M., Pan Y.-C., Johnson E., Coulter D.A., Dettman K.G., Foley M.M., Foley R.J., Huber M.E., Jha S.W., Kilpatrick C.D., Kirshner R.P., Rest A., Schultz A.S.B., Siebert M.R.)"
VizieR,J/A+A/428/1043/vcdfs,2,"VVDS-CDFS catalog V1.0 (Version of 26 March 2004) ( Le Fevre O., Vettolani G., Paltani S., et al.)"
VizieR,J/ApJ/799/72/AGN,2,"Grade A and B candidate binary radio AGNs ( Fu H., Myers A.D., Djorgovski S.G., Yan L., Wrobel J.M., Stockton A.)"
VizieR,J/ApJS/247/53/table4,2,"The Radio sources associated with Optical Galaxies and having Unresolved or Extended morphologies I (ROGUE I) catalog ( Koziel-Wierzbowska D., Goyal A., Zywucka N.)"
VizieR,J/MNRAS/333/100/table23,2,"Spectral identifications ( Magliocchetti M., Maddox S.J., Jackson C.A., et al.)"
VizieR,J/AJ/154/86/catalog,2,"MaNGA catalog, DR15 ( Wake D.A., Bundy K., Diamond-Stanic A.M., Yan R., Blanton M.R., Bershady M.A., Sanchez-Gallego J.R., Drory N., Jones A., Kauffmann G., Law D.R., Li C., MacDonalD N., Masters K., Thomas D., Tinker J., Weijmans A.-M., Brownstein J.R.)"
VizieR,J/ApJ/897/183/table1,2,"Observing Log ( Hansen T.T., Marshall J.L., Simon J.D., et al.)"
VizieR,J/ApJ/866/33/table1,2,"targets ( Lehner N., Wotta C.B., Howk J.C., O'Meara J.M., Oppenheimer B.D., Cooksey K.L.)"
VizieR,J/MNRAS/458/84/tablea4,2,"UV data ( Angus C.R., Levan A.J., Perley D.A., Tanvir N.R., Lyman J.D., Stanway E.R., Fruchter A.S.)"
VizieR,J/ApJS/146/125/table2,2,"*Results for O VI in the Thick Disk of the Milky Way ( Savage B.D., Sembach K.R., Wakker B.P., Richter P., Meade M., Jenkins E.B., Shull J.M., Moos H.W., Sonneborn G.)"
VizieR,J/ApJ/794/156/table2,2,"Derived Galaxy Properties ( Rubin K.H.R., Prochaska J.X., Koo D.C., Phillips A.C., Martin C.L., Winstrom L.O.)"
VizieR,J/ApJ/910/83/sample,2,"Transient (Table 1) and host galaxy properties (Table 4) ( Hinkle J.T., Holoien T.W.-S., Shappee B.J., Auchettl K.)"
VizieR,J/MNRAS/406/382/catalog,2,Catalogue of SDSS Stripe82 galaxies sample ( Kaviraj S.)
VizieR,J/A+A/659/A32/tablea2,2,"First release of the Turin-SyCAT ( Pena-Herazo H., Massaro F., Chavushyan V., Masetti N., Paggi A., Capetti A.)"
VizieR,J/MNRAS/452/1437/table3,2,"Multiply imaged systems considered in this work ( Jauzac M., Richard J., Jullo E., Clement B., Limousin M., Kneib J.-P., Ebeling H., Natarajan P., Rodney S., Atek H., Massey R., Eckert D., Egami E., Rexroth M.)"
VizieR,J/ApJS/206/13/agu,2,"Active galaxies of uncertain type photometry (tables 5 and 10) ( Massaro F., D'Abrusco R., Paggi A., Masetti N., Giroletti M., Tosti G., Smith H.A., Funk S.)"
VizieR,J/ApJ/791/128/table24,2,"Galaxy Group Members near 3C 273 (z_abs = 0.09010) ( Stocke J.T., Keeney B.A., Danforth C.W., Syphers D., Yamamoto H., Shull J.M., Green J.C., Froning C., Savage B.D., Wakker B., Kim T.-S., Ryan-Weber E.V., Kacprzak G.G.)"
VizieR,J/ApJS/191/124/table8,2,"Spectroscopic redshifts of VLA radio sources ( Silverman J.D., Mainieri V., Salvato M., et al.)"
VizieR,J/A+A/362/799/table1,2,"List of BeppoSAX X-ray sources ( Giommi P., Perri M., Fiore F.)"
VizieR,J/PASJ/70/S20/table2,2,"CAMIRA HSC S16A Wide cluster catalog (with bright star mask) ( Oguri M., Lin Y.-T., Lin S.-C., et al.)"
VizieR,J/A+A/640/A65/list,2,"Summary of our IRAM 30m results for the sources with secure or tentative CO detections ( Castignani G., Pandey-Pommier M., Hamer S.L., Combes F., Salome P., Freundlich J., Jablonka P.)"
VizieR,J/A+A/655/A109/table2,2,"Properties of the 3430 X-ray observations ( Bisogni S., Lusso E., Civano F., Nardini E., Risaliti G., Elvis M., Fabbiano G.)"
VizieR,J/A+AS/115/11/table1,2,"Observed 1 Jy Radio Sources ( Stickel H., Kuehr M.)"
VizieR,J/ApJ/788/30/table1,2,"X-ray Flares ( Swenson C.A., Roming P.W.A.)"
VizieR,J/MNRAS/435/1198/table1,2,"X-shooter spectroscopic observations ( D'Odorico V., Cupani G., Cristiani S., Maiolino R., Molaro P., Nonino M., Centurion M., Cimatti A., Di Serego Alighieri S., Fiore F., Fontana A., Gallerani S., Giallongo E., Mannucci F., Marconi A., Pentericci L., Viel M., Vladilo G.)"
VizieR,J/MNRAS/441/1017/table4,2,"Photometry for 7 galaxies in COSMOS ( Rowlands K., Dunne L., Dye S., Aragon-Salamanca A., Maddox S., da Cunha E., Smith D.J.B., Bourne N., Eales S., Gomez H.L., Smail I., Alpaslan M., Clark C.J.R., Driver S., Ibar E., Ivison R.J., Robotham A., Smith M.W.L., Valiante E.)"
VizieR,J/MNRAS/348/857/table1,2,"High-redshift radio QSOs in FIRST (<VIII/71>) ( Holt J., Benn C.R., Vigotti M., Pedani M., Carballo R., Gonzalez-serrano J.I., Mack K.-H., Garcia B.)"
VizieR,J/ApJ/626/95/table2,2,"X-Ray-selected targets ( Sowards-Emmerd D., Romani R.W., Michelson P.F., Healey S.E., Nolan P.L.)"
VizieR,J/ApJ/723/737/table5,2,"Basic properties of variability selected AGNs ( Villforth C., Koekemoer A.M., Grogin N.A.)"
VizieR,J/ApJ/716/30/blazars,2,"Blazar source list and SED parameter ( Abdo A.A., Ackermann M., Agudo I., et al.)"
VizieR,J/A+A/611/A76/tablec1,2,"*Dust-corrected metallicities and depletions for the clean sample ( De Cia A., Ledoux C., Petitjean P., Savaglio S.)"
VizieR,J/MNRAS/385/1656/ATCA,2,"Observations of 2005 and 2006 ( Sadler E.M., Ricci R., Ekers R.D., Sault R.J., Jackson C.A., De Zotti G.)"
VizieR,J/MNRAS/427/2047/table1,2,"Data on the 71 clusters of type BM I, 22 of intermediate type, and 35 of type NBMI ( Tovmassian H.M., Andernach H.)"
VizieR,J/other/RMxAA/48.9/table5,2,"MOJAVE/2cm AGN sample ( Torrealba J., Chavushyan V., Cruz-Gonzalez I., Arshakian T.G., Bertone E., Rosa-Gonzalez D.)"
VizieR,J/A+A/544/A34/sources,2,"Parameters of the observed sources and of  the VLBI maps, and core properties ( Pushkarev A.B., Kovalev Y.Y.)"
VizieR,J/MNRAS/445/1430/tablea1,2,"Properties of the high-redshift AGN sample ( Kalfountzou E., Civano F., Elvis M., Trichas M., Green P.)"
VizieR,J/ApJ/741/30/table1,2,"Source list and radio data ( Ackermann M., Ajello M., Allafort A., et al.)"
VizieR,J/A+A/433/1163/table1,2,"The sample ( Donato D., Sambruna R.M., Gliozzi M.)"
VizieR,J/ApJS/256/13/tableb1,2,"Catalog of Fermi-LAT long-term transient sources (1FLT) ( Baldini L., Ballet J., Bastieri D., et al.)"
