TAP_service,table_name,description
VizieR,J/ApJ/706/762/table3,"IMACS spectroscopically confirmed Ly{alpha} emitters at z~4.5 in the LALA Cetus field ( Wang J.-X., Malhotra S., Rhoads J.E., Zhang H.-T., Finkelstein S.L.)"
VizieR,J/ApJ/707/1779/table2,"Spectroscopic redshifts for the BLAST counterparts ( Eales S., Chapin E.L., Devlin M.J., Dye S., Halpern M., Hughes D.H., Marsden G., Mauskopf P., Moncelsi L., Netterfield C.B., Pascale E., Patanchon G., Raymond G., Rex M., Scott D., Semisch C., Siana B., Truch M.D.P., Viero M.P.)"
VizieR,J/ApJ/707/1779/table3,"Spectroscopic redshifts for the other targets ( Eales S., Chapin E.L., Devlin M.J., Dye S., Halpern M., Hughes D.H., Marsden G., Mauskopf P., Moncelsi L., Netterfield C.B., Pascale E., Patanchon G., Raymond G., Rex M., Scott D., Semisch C., Siana B., Truch M.D.P., Viero M.P.)"
VizieR,J/ApJ/708/1076/whiqii,"WIYN High Image Quality Indiana-Irvine  (WHIQII): photometric properties and emission line ratios  of objects with redshift ( Tollerud E.J., Barton E.J., van Zee L., Cooke J.)"
VizieR,J/ApJ/708/137/agn,"K-band magnitude and total stellar masses of  BLAGN hosts  and parameters for zCOSMOS type-1 AGN ( Merloni A., Bongiorno A., Bolzonella M., et al.)"
VizieR,J/ApJ/708/427/table1,"The sample of type-2 AGNs ( Liu X., Shen Y., Strauss M.A., Greene J.E.)"
VizieR,J/ApJ/708/584/table2,"SEXSI-Spitzer catalog ( Eckart M.E., McGreer I.D., Stern D., Harrison F.A., Helfand D.J.)"
VizieR,J/ApJ/708/868/table1,"Observation summary (69 targets) ( Cooksey K.L., Thom C., Prochaska J.X., Chen H.-W.)"
VizieR,J/ApJ/708/868/targets,"List of targets ( Cooksey K.L., Thom C., Prochaska J.X., Chen H.-W.)"
VizieR,J/ApJ/709/1257/12msg,"Line fluxes for the Spitzer-IRS 12um Galaxy  Sample ( Tommasin S., Spinoglio L., Malkan M.A., Fazio G.)"
VizieR,J/ApJ/709/1407/table1,"The sample of Fermi blazars with both {alpha}_x_ and {alpha}_{gamma}_ ( Li H.Z., Xie G.Z., Yi T.F., Chen L.E., Dai H.)"
VizieR,J/ApJ/710/1498/table3,"NOAO Deep Wide-Field Survey (NDWFS) candidates ( Glikman E., Bogosavljevic M., Djorgovski S.G., Stern D., Dey A., Jannuzi B.T., Mahabal A.)"
VizieR,J/ApJ/710/1498/table4,"Deep Lens Survey (DLS) candidates ( Glikman E., Bogosavljevic M., Djorgovski S.G., Stern D., Dey A., Jannuzi B.T., Mahabal A.)"
VizieR,J/ApJ/710/613/table1,"Broad Lyman{alpha} (BLA) sample sight lines ( Danforth C.W., Stocke J.T., Shull J.M.)"
VizieR,J/ApJ/710/764/table1,"MOJAVE sample ( Kharb P., Lister M.L., Cooper N.J.)"
VizieR,J/ApJ/711/284/table3,"A catalog of AGN host galaxies ( Schawinski K., Urry C.M., Virani S., et al.)"
VizieR,J/ApJ/711/361/veloc,"Combined table from original tables ( Geha M., van der Marel R.P., Guhathakurta P., Gilbert K.M., Kalirai J., Kirby E.N.)"
VizieR,J/ApJ/711/928/galex,"GALEX spectral identifications in the nine fields used for deep GALEX grism observations (tables 2--10 of the paper) ( Cowie L.L., Barger A.J., Hu E.M.)"
VizieR,J/ApJ/713/1026/SNe,"Supernovae in the rate sample: confirmed (table2, with IAU names), with spectroscopic redshift (table3) or with photometric redshift (table4) ( Dilday B., Smith M., Bassett B., et al.)"
VizieR,J/ApJ/713/330/table4,"Galaxies in the control sample and their KPAIR matches (non-AGN spirals) ( Xu C.K., Domingue D., Cheng Y.-W., Lu N., Huang J., Gao Y., Mazzarella J.M., Cutri R., Sun W.-H., Surace J.)"
VizieR,J/ApJ/714/1305/table2,"Main derived properties used in this work ( Strazzullo V., Pannella M., Owen F.N., Bender R., Morrison G.E., Wang W.-H., Shupe D.L.)"
VizieR,J/ApJ/714/1441/table1,"Adopted mean distances of 281 SNe Ia and clusters ( Sandage A., Reindl B., Tammann G.A.)"
VizieR,J/ApJ/715/429/table1,"First LAT AGN catalog ( Abdo A.A., Ackermann M., Ajello M., et al.)"
VizieR,J/ApJ/715/429/table2,"AGN associations for low-latitude (|b|<10{deg}) 1FGL sources ( Abdo A.A., Ackermann M., Ajello M., et al.)"
VizieR,J/ApJ/715/429/table3,"AGN ""affiliations"" for 1FGL sources ( Abdo A.A., Ackermann M., Ajello M., et al.)"
VizieR,J/ApJ/716/1514/table1,"Background AGNs, Chandra observations, and intervening galaxies ( Yao Y., Wang Q.D., Penton S.V., Tripp T.M., Shull J.M., Stocke J.T.)"
VizieR,J/ApJ/716/1514/table2,"Intervening galaxies along the 12 sight lines ( Yao Y., Wang Q.D., Penton S.V., Tripp T.M., Shull J.M., Stocke J.T.)"
VizieR,J/ApJ/716/198/table2,"DiskMass sample ( Bershady M.A., Verheijen M.A.W., Swaters R.A., Andersen D.R., Westfall K.B., Martinsson T.)"
VizieR,J/ApJ/716/30/blazars,"Blazar source list and SED parameter ( Abdo A.A., Ackermann M., Agudo I., et al.)"
VizieR,J/ApJ/716/348/table2,"Basic properties of the XMM-COSMOS counterparts ( Brusa M., Civano F., Comastri A., et al.)"
VizieR,J/ApJ/716/712/tableb2,"All SNe included in this compilation ( Amanullah R., Lidman C., Rubin D., et al.)"
VizieR,J/ApJ/716/866/table1,"Double-peaked AGNs ( Smith K.L., Shields G.A., Bonning E.W., McMullen C.C., Rosario D.J., Salviander S.)"
VizieR,J/ApJ/716/993/table1,"Galaxy sample ( Bentz M.C., Walsh J.L., Barth A.J., et al.)"
VizieR,J/ApJ/717/1181/table2,"Properties of power-law AGNs ( Park S.Q., Barmby P., Willner S.P., Ashby M.L.N., Fazio G.G., Georgakakis A., Ivison R.J., Konidaris N.P., Miyazaki S., Nandra K., Rosario D.J.)"
VizieR,J/ApJ/718/587/table4,"The Fermi-AT20G catalog ( Mahony E.K., Sadler E.M., Murphy T., Ekers R.D., Edwards P.G., Massardi M.)"
VizieR,J/ApJ/719/1784/table1,"Properties of observed targets ( Neugent K.F., Massey P., Skiff B., Drout M.R., Meynet G., Olsen K.A.G.)"
VizieR,J/ApJ/720/1513/table2,"Energetics of the type II GRB sample ( Kann D.A., Klose S., Zhang B., et al.)"
VizieR,J/ApJ/720/368/table5,"Relevant data for the sources in sample A ( Xue Y.Q., Brandt W.N., Luo B., Rafferty D.A., Alexander D.M., Bauer F.E., Lehmer B.D., Schneider D.P., Silverman J.D.)"
VizieR,J/ApJ/720/723/table1,"Properties of our compact galaxy candidates ( Taylor E.N., Franx M., Glazebrook K., Brinchmann J., van der Wel A., van Dokkum P.G.)"
VizieR,J/ApJ/721/1/table1,"SDSS-DR5 metal-poor DLA candidates ( Penprase B.E., Prochaska J.X., Sargent W.L.W., Toro-Martinez I., Beeler D.J.)"
VizieR,J/ApJ/721/1/table2,"Targets observed, magnitudes, and exposure times ( Penprase B.E., Prochaska J.X., Sargent W.L.W., Toro-Martinez I., Beeler D.J.)"
VizieR,J/ApJ/721/369/table2,"Detected PN candidates in NGC 821 ( Teodorescu A.M., Mendez R.H., Bernardi F., Riffeser A., Kudritzki R.P.)"
VizieR,J/ApJ/721/98/table1,"Morphological catalog of COSMOS 70um sources ( Kartaltepe J.S., Sanders D.B., Le Floc'h E., et al.)"
VizieR,J/ApJ/722/1226/table1,"Compiled membership information of the {lambda} Orionis Cluster ( Hernandez J., Morales-Calderon M., Calvet N., Hartmann L., Muzerolle J., Gutermuth R., Luhman K.L., Stauffer J.)"
VizieR,J/ApJ/722/L120/mu0,Disc central surface brightness ({mu}_0_) for 30000 SDSS galaxies ( Fathi K.)
VizieR,J/ApJ/722/L7/table1,"LAT-detected MOJAVE AGNs ( Pushkarev A.B., Kovalev Y.Y., Lister M.L.)"
VizieR,J/ApJ/723/1119/table4,"Basic properties of radio galaxies ( Lin Y.-T., Shen Y., Strauss M.A., Richards G.T., Lunnan R.)"
VizieR,J/ApJ/723/1678/table4,"Spectroscopic redshifts of galaxies within the ACS field of view of A1689 used for our photometric redshift tests ( Coe D., Benitez N., Broadhurst T., Moustakas L.A.)"
VizieR,J/ApJ/723/1678/table5,"Multiple images produced by A1689 of 42 galaxies (corrected version, see table A1 in arXiv:1402.4170) ( Coe D., Benitez N., Broadhurst T., Moustakas L.A.)"
VizieR,J/ApJ/723/47/table1,"Redshift validation subset: 23 spectroscopically observed thermonuclear (TN) SNe (SN.Ia) ( Rodney S.A., Tonry J.L.)"
VizieR,J/ApJ/723/47/table2,"SOFT (Supernova Ontology with Fuzzy Template) results for 131 thermonuclear (TN) SN candidates (SN.Ia) ( Rodney S.A., Tonry J.L.)"
VizieR,J/ApJ/723/684/Ldwarfs,"L dwarf sample properties ( Blake C.H., Charbonneau D., White R.J.)"
VizieR,J/ApJ/723/737/table5,"Basic properties of variability selected AGNs ( Villforth C., Koekemoer A.M., Grogin N.A.)"
VizieR,J/ApJ/723/895/table2,"General properties of the sample ( Wu Y., Helou G., Armus L., Cormier D., Shi Y., Dale D., Dasyra K., Smith J.D., Papovich C., Draine B., Rahman N., Stierwalt S., Fadda D., Lagache G., Wright E.L.)"
VizieR,J/ApJ/724/1336/survey,"Extragalactic CO(3-2) survey:  galaxy sample, and observed properties from the 10m Heinrich Hertz Telescope  (HHT) ( Mao R.-Q., Schulz A., Henkel C., Mauersberger R., Muders D., Dinh-V-Trung)"
VizieR,J/ApJ/724/714/tablea1,"Data for galaxies in MS1054-03 ( Holden B.P., van der Wel A., Kelson D.D., Franx M., Illingworth G.D.)"
VizieR,J/ApJ/724/L176/table1,"Summary of additional galaxy properties in Chen et al. (2010, Cat. J/ApJ/714/1521) ( Chen H.-W., Wild V., Tinker J.L., Gauthier J.-R., Helsby J.E., Shectman S.A., Thompson I.B.)"
VizieR,J/ApJ/725/1252/table1,"Spectroscopically confirmed cluster members ( Demarco R., Gobat R., Rosati P., Lidman C., Rettura A., Nonino M., van der Wel A., Jee M.J., Blakeslee J.P., Ford H.C., Postman M.)"
VizieR,J/ApJ/725/394/lae,"Ly{alpha} emitters at z~5.7 and z~6.5 ( Hu E.M., Cowie L.L., Barger A.J., Capak P., Kakazu Y., Trouille L.)"
VizieR,J/ApJ/726/16/table1,"LAT sources in VIPS (VLBA Imaging and Polarimetry Survey) ( Linford J.D., Taylor G.B., Romani R.W., Healey S.E., Helmboldt J.F., Readhead A.C.S., Reeves R., Richards J.L., Cotter G.)"
VizieR,J/ApJ/726/20/table2,"RIQs and RLQs selected from deep surveys ( Miller B.P., Brandt W.N., Schneider D.P., Gibson R.R., Steffen A.T., Wu J.)"
VizieR,J/ApJ/726/L20/table1,"Stellar parameters and abundances for the sample of observed giants in Terzan 5 ( Origlia L., Rich R.M., Ferraro F.R., Lanzoni B., Bellazzini M., Dalessandro E., Mucciarelli A., Valenti E., Beccari G.)"
VizieR,J/ApJ/727/14/table2,"AKARI IRC 3-24{mu}m, and Spitzer MIPS 24/70{mu}m photometry of Abell 2255 member galaxies ( Shim H., Im M., Lee H.M., Lee M.G., Kim S.J., Hwang H.S., Hwang N., Ko J., Lee J.C., Lim S., Matsuhara H., Seo H., Wada T., Goto T.)"
VizieR,J/ApJ/728/23/table3,"*Promising targets to search for HeII (GALEX S/N>3 and (FUV-NUV)<1mag) ( Worseck G., Prochaska J.X.)"
VizieR,J/ApJ/728/38/table4,"Optical properties of all X-ray sources and optically classified AGNs in our sample ( Yan R., Ho L.C., Newman J.A., et al.)"
VizieR,J/ApJ/728/58/table5,"Swift sample of AGNs ( Burlon D., Ajello M., Greiner J., Comastri A., Merloni A., Gehrels N.)"
VizieR,J/ApJ/730/125/table5,"Morphology of the 24um-selected galaxies ( Zamojski M., Yan L., Dasyra K., Sajina A., Surace J., Heckman T., Helou G.)"
VizieR,J/ApJ/730/19/agn,"Spectroscopic properties and SEDs of AGNs ( Sargsyan L., Weedman D., Lebouteiller V., Houck J., Barry D., Hovhannisyan A., Mickaelian A.)"
VizieR,J/ApJ/730/19/comp,"Spectroscopic properties and SEDs of  composite sources ( Sargsyan L., Weedman D., Lebouteiller V., Houck J., Barry D., Hovhannisyan A., Mickaelian A.)"
VizieR,J/ApJ/730/19/sbgal,"Spectroscopic properties and SEDs of  starbursts ( Sargsyan L., Weedman D., Lebouteiller V., Houck J., Barry D., Hovhannisyan A., Mickaelian A.)"
VizieR,J/ApJ/731/103/GRBs,"{gamma}-ray bursts studied: redshifts  and luminosity indicators ( Xiao L., Schaefer B.E.)"
VizieR,J/ApJ/731/119/table5,"selected for a high probability of association with Sagittarius ( Ruhland C., Bell E.F., Rix H.-W., Xue X.-X.)"
VizieR,J/ApJ/731/120/sncat,"Apparent light curve and dust estimates for  individual SN Ia and distance modulus predictions ( Mandel K.S., Narayan G., Kirshner R.P.)"
VizieR,J/ApJ/731/97/table1,"Variable nucleus galaxies in GOODS ( Sarajedini V.L., Koo D.C., Klesman A.J., Laird E.S., Perez Gonzalez P.G., Mozena M.)"
VizieR,J/ApJ/732/45/table3,"Flux densities and polarization percentages for the 159 radio galaxies ( Sajina A., Partridge B., Evans T., Stefl S., Vechik N., Myers S., Dicker S., Korngut P.)"
VizieR,J/ApJ/732/65/table1,"SNIa data ( Weyant A., Wood-Vasey M., Wasserman L., Freeman P.)"
VizieR,J/ApJ/733/60/table2,"Catalog of AGNs ( Trump J.R., Impey C.D., Kelly B.C., Civano F., Gabor J.M., Diamond-Stanic A.M., Merloni A., Urry C.M., Hao H., Jahnke K., Nagao T., Taniguchi Y., Koekemoer A.M., Lanzuisi G., Liu C., Mainieri V., Salvato M., Scoville N.Z.)"
VizieR,J/ApJ/733/69/table3,"Polarized sources with a redshift from the DRAO deep field radio source catalog ( Banfield J.K., George S.J., Taylor A.R., Stil J.M., Kothes R., Scott D.)"
VizieR,J/ApJ/733/69/table5,"DRAO deep field radio sources matched to spiral galaxies in the SWIRE ELAIS N1 field with upper limits on percentage polarization {Pi}_UL_ ( Banfield J.K., George S.J., Taylor A.R., Stil J.M., Kothes R., Scott D.)"
VizieR,J/ApJ/733/74/table1,"Properties of sample galaxies ( Lemonias J.J., Schiminovich D., Thilker D., Wyder T.K., Martin D.C., Seibert M., Treyer M.A., Bianchi L., Heckman T.M., Madore B.F., Rich R.M.)"
VizieR,J/ApJ/733/87/table1,"Samples with CO and HI data ( Shi Y., Helou G., Yan L., Armus L., Wu Y., Papovich C., Stierwalt S.)"
VizieR,J/ApJ/734/82/galaxies,"List of galaxies studied (from table1) ( Izotov Yu.I., Thuan T.X.)"
VizieR,J/ApJ/735/L22/table1,"Galaxy properties at z~0, z~1 and z~2 ( Szomoru D., Franx M., Bouwens R.J., van Dokkum P.G., Labbe I., Illingworth G.D., Trenti M.)"
VizieR,J/ApJ/735/L46/table1,"Stellar parameters, kinematics, and abundances ( Bensby T., Alves-Brito A., Oey M.S., Yong D., Melendez J.)"
VizieR,J/ApJ/736/18/lbg,"Lyman break galaxies (LBGs) photometry (tables 4 and 9) ( Nestor D.B., Shapley A.E., Steidel C.C., Siana B.)"
VizieR,J/ApJ/736/21/bgccat,"Catalog of brightest cluster galaxy candidates ( Szabo T., Pierpaoli E., Dong F., Pipino A., Gunn J.)"
VizieR,J/ApJ/736/21/mg,"Member galaxies ( Szabo T., Pierpaoli E., Dong F., Pipino A., Gunn J.)"
VizieR,J/ApJ/736/31/table1,"Properties of HETDEX Pilot Survey LAEs ( Blanc G.A., Adams J.J., Gebhardt K., et al.)"
VizieR,J/ApJ/736/65/pne,"PN candidates studied ( Teodorescu A.M., Mendez R.H., Bernardi F., Thomas J., Das P., Gerhard O.)"
VizieR,J/ApJ/736/86/table1,"Optical continuum and emission-line parameters of the full sample ( Dong X.-B., Wang J.-G., Ho L.C., Wang T.-G., Fan X., Wang H., Zhou H., Yuan W.)"
VizieR,J/ApJ/737/101/table1,"SDSS AGN Pairs (from SDSS-DR7) ( Liu X., Shen Y., Strauss M.A., Hao L.)"
VizieR,J/ApJ/737/45/table3,"Variable sources ( Ofek E.O., Frail D.A.)"
VizieR,J/ApJ/737/86/ucd_cand,"Targeted ultra-compact dwarf galaxy  candidates ( Chiboucas K., Tully R.B., Marzke R.O., Phillipps S., Price J., Peng E.W., Trentham N., Carter D., Hammer D.)"
VizieR,J/ApJ/738/136/table4,"GALEX spectral sample identifications: CDFS 00 ( Cowie L.L., Barger A.J., Hu E.M.)"
VizieR,J/ApJ/738/162/table3,"SDSS-II z_host_-Ia Candidates ( Sako M., Bassett B., Connolly B., Dilday B., Cambell H., Frieman J.A., Gladney L., Kessler R., Lampeitl H., Marriner J., Miquel R., Nichol R.C., Schneider D.P., Smith M., Sollerman J.)"
VizieR,J/ApJ/738/69/table1,"Photometry of galaxies at 3.8<z<5.0 ( Shim H., Chary R.-R., Dickinson M., Lin L., Spinrad H., Stern D., Yan C.-H.)"
VizieR,J/ApJ/739/57/table2,"Summary of SDSS observations ( Koss M., Mushotzky R., Veilleux S., Winter L.M., Baumgartner W., Tueller J., Gehrels N., Valencic L.)"
VizieR,J/ApJ/739/L44/table2,"Complete list of objects used to construct the size evolution diagram ( Damjanov I., Abraham R.G., Glazebrook K., McCarthy P.J., Caris E., Carlberg R.G., Chen H.-W., Crampton D., Green A.W., Jorgensen I., Juneau S., Le Borgne D., Marzke R.O., Mentuch E., Murowinski R., Roth K., Savaglio S., Yan H.)"
VizieR,J/ApJ/740/106/targets,"Target star observations and properties ( Sakari C.M., Venn K.A., Irwin M., Aoki W., Arimoto N., Dotter A.)"
VizieR,J/ApJ/740/37/table1,"List of ISX (IR SFR excess) and ISN (IR SFR normal) sources in the X-ray stacking analysis ( Luo B., Brandt W.N., Xue Y.Q., Alexander D.M., Brusa M., Bauer F.E., Comastri A., Fabian A.C., Gilli R., Lehmer B.D., Rafferty D.A., Schneider D.P., Vignali C.)"
VizieR,J/ApJ/740/59/table11,"X-ray point sources (XPSs) within 1Mpc of Clusters at z>0.4 ( Hart Q.N., Stocke J.T., Evrard A.E., Ellingson E.E., Barkhouse W.A.)"
VizieR,J/ApJ/740/59/table5,"*Radio sources within 1Mpc of clusters at z>0.4 ( Hart Q.N., Stocke J.T., Evrard A.E., Ellingson E.E., Barkhouse W.A.)"
VizieR,J/ApJ/740/60/table1,"Data for red giant members of NGC 2419 and of NGC 7099 with HIRES/Keck spectra ( Cohen J.G., Huang W., Kirby E.N.)"
VizieR,J/ApJ/740/87/table1,"VLA sources and their Chandra counterparts ( Croft S., Tomsick J.A., Bower G.C.)"
VizieR,J/ApJ/740/91/table1,"Fields analyzed from WFCCD spectrometer at Las Campanas Observatory ( Prochaska J.X., Weiner B., Chen H.-W., Mulchaey J., Cooksey K.)"
VizieR,J/ApJ/740/91/table8,"Galaxies within 1Mpc of a QSO sightline ( Prochaska J.X., Weiner B., Chen H.-W., Mulchaey J., Cooksey K.)"
VizieR,J/ApJ/740/92/table2,"Properties of SN Ia sample and host galaxies ( Gupta R.R., D'Andrea C.B., Sako M., Conroy C., Smith M., Bassett B., Frieman J.A., Garnavich P.M., Jha S.W., Kessler R., Lampeitl H., Marriner J., Nichol R.C., Schneider D.P.)"
VizieR,J/ApJ/740/98/table2,"TEX combined blazar source list ( Meyer E.T., Fossati G., Georganopoulos M., Lister M.L.)"
VizieR,J/ApJ/740/98/table3,"Radio galaxies ( Meyer E.T., Fossati G., Georganopoulos M., Lister M.L.)"
VizieR,J/ApJ/741/115/table2,"Table of measurements ( Miller S.H., Bundy K., Sullivan M., Ellis R.S., Treu T.)"
VizieR,J/ApJ/741/30/table1,"Source list and radio data ( Ackermann M., Ajello M., Allafort A., et al.)"
VizieR,J/ApJ/741/79/table1,"Properties, derived quantities, and observation notes for SSGSS galaxies ( O'Dowd M.J., Schiminovich D., Johnson B.D., Treyer M.A., Martin C.D., Wyder T.K., Charlot S., Heckman T.M., Martins L.P., Seibert M., van der Hulst J.M.)"
VizieR,J/ApJ/741/98/table4,"WIYN Long-term Variability (WLTV) DEIMOS catalog ( Crawford S.M., Wirth G.D., Bershady M.A., Hon K.)"
VizieR,J/ApJ/742/27/agns,"AGNs in the combined {gamma}-ray and radio  samples data and jet data ( Lister M.L., Aller M., Aller H., et al.)"
VizieR,J/ApJ/742/37/table1,"Photometry, atmospheric parameters, radial velocities, exposure times, and S/N estimates ( Roederer I.U., Marino A.F., Sneden C.)"
VizieR,J/ApJ/742/48/galaxies,"Cluster member galaxies   and non-member galaxies ( Buckley-Geer E.J., Lin H., Drabek E.R., et al.)"
VizieR,J/ApJ/742/68/galcomp,"Observations and components of  the galaxies ( Jiang Y.-F., Greene J.E., Ho L.C., Xiao T., Barth A.J.)"
VizieR,J/ApJ/742/89/table1,"Object information ( Foley R.J., Sanders N.E., Kirshner R.P.)"
VizieR,J/ApJ/743/167/table3,"Keck/DEIMOS velocity measurements for Palomar 13 ( Bradford J.D., Geha M., Munoz R.R., Santana F.A., Simon J.D., Cote P., Stetson P.B., Kirby E., Djorgovski S.G.)"
VizieR,J/ApJ/743/171/2LAC,"2LAC catalog: high latitude (tables 3 and 7) and low-latitude sources ((tables 4 and 8) ( Ackermann M., Ajello M., Allafort A., et al.)"
VizieR,J/ApJ/743/171/table6,"1LAC sources missing in 2LAC ( Ackermann M., Ajello M., Allafort A., et al.)"
VizieR,J/ApJ/743/34/table1,"List of demi-luminous IR galaxies (deni_LIRGs) from 69 clusters sorted in descending order of L_IR_ ( Chung S.M., Eisenhardt P.R., Gonzalez A.H., Stanford S.A., Brodwin M., Stern D., Jarrett T.)"
VizieR,J/ApJ/743/77/table1,"XMP candidates found by classifying all SDSS/DR7 galaxies according to their spectra around H{alpha} ( Morales-Luis A.B., Sanchez Almeida J., Aguerri J.A.L., Munoz-Tunon C.)"
VizieR,J/ApJ/744/110/LAEs,"Candidate Ly{alpha} emitters: complete   sample and objects below the completeness limit ( Ciardullo R., Gronwall C., Wolf C., McCathran E., Bond N.A., Gawiser E., Guaita L., Feldmeier J.J., Treister E., Padilla N., Francke H., Matkovic A., Altmann M., Herrera D.)"
VizieR,J/ApJ/744/150/dogs,"Dust-obscured galaxy (DOG) properties and  photometry ( Bussmann R.S., Dey A., Armus L., Brown M.J.I., Desai V., Gonzalez A.H., Jannuzi B.T., Melbourne J., Soifer B.T.)"
VizieR,J/ApJ/744/177/table1,"Source data ( Linford J.D., Taylor G.B., Romani R.W., Helmboldt J.F., Readhead A.C.S., Reeves R., Richards J.L.)"
VizieR,J/ApJ/744/82/table2,"Catalog of voids ( Varela J., Betancort-Rijo J., Trujillo I., Ricciardelli E.)"
VizieR,J/ApJ/744/84/table1,"The combined sample ( Yuan Z., Wang J.)"
VizieR,J/ApJ/745/56/table1,"Properties of the Upper Scorpius spectroscopic sample ( Dahm S.E., Slesnick C.L., White R.J.)"
VizieR,J/ApJ/745/74/table1,"Sample of SNe Ia ( Folatelli G., Phillips M.M., Morrell N., et al.)"
VizieR,J/ApJ/746/156/table1,"Master table ( Chandra P., Frail D.A.)"
VizieR,J/ApJ/746/170/training,"Training set data and results ( Morgan A.N., Long J., Richards J.W., Broderick T., Butler N.R., Bloom J.S.)"
VizieR,J/ApJ/746/178/table3,"maxBCG cluster catalog with {lambda} richness ( Rykoff E.S., Koester B.P., Rozo E., Annis J., Evrard A.E., Hansen S.M., Hao J., Johnston D.E., McKay T.A., Wechsler R.H.)"
VizieR,J/ApJ/746/27/AGNs,"New and known AGNs behind the LMC ( Kozlowski S., Kochanek C.S., Jacyszyn A.M., Udalski A., Szymanski M.K., Poleski R., Kubiak M., Soszynski I., Pietrzynski G., Wyrzykowski L., Ulaczyk K., Pietrukowicz P.)"
VizieR,J/ApJ/746/54/table1,"Properties common to each source ( Gibson R.R., Brandt W.N.)"
VizieR,J/ApJ/746/85/table1,"Supernova from the HST Cluster Supernova Survey ( Suzuki N., Rubin D., Lidman C., et al.)"
VizieR,J/ApJ/748/124/table2,"X-ray properties of CDF-S galaxies ( Young M., Brandt W.N., Xue Y.Q., Paolillo M., Alexander D.M., Bauer F.E., Lehmer B.D., Luo B., Shemmer O., Schneider D.P., Vignali C.)"
VizieR,J/ApJ/748/131/table1,"The sample of associated absorption line systems (AALs), identified from SDSS-DR7 QSOs ( Shen Y., Menard B.)"
VizieR,J/ApJ/748/49/table3,"Line properties for z<1 broad-line 1LAC AGNs ( Shaw M.S., Romani R.W., Cotter G., Healey S.E., Michelson P.F., Readhead A.C.S., Richards J.L., Max-Moerbeck W., King O.G., Potter W.J.)"
VizieR,J/ApJ/748/49/table4,"Line properties for z>1 broad-line 1LAC AGNs ( Shaw M.S., Romani R.W., Cotter G., Healey S.E., Michelson P.F., Readhead A.C.S., Richards J.L., Max-Moerbeck W., King O.G., Potter W.J.)"
VizieR,J/ApJ/749/121/table1,"Galaxy properties ( Szomoru D., Franx M., van Dokkum P.G.)"
VizieR,J/ApJ/749/21/table1,"The 428 AGNs detected by BAT ( Ajello M., Alexander D.M., Greiner J., Madejski G.M., Gehrels N., Burlon D.)"
VizieR,J/ApJ/749/21/table2,"Known Compton-thick AGNs detected in the BAT sample ( Ajello M., Alexander D.M., Greiner J., Madejski G.M., Gehrels N., Burlon D.)"
VizieR,J/ApJ/749/65/table1,"The parent sample of lens candidates ( Gonzalez-Nuevo J., Lapi A., Fleuren S., et al.)"
VizieR,J/ApJ/749/97/table1,"Multiple-image systems and candidates ( Zitrin A., Rosati P., Nonino M., et al.)"
VizieR,J/ApJ/750/168/table1,"Redshifts in the GTO2deg^2^ field ( Kurtz M.J., Geller M.J., Utsumi Y., Miyazaki S., Dell'Antonio I.P., Fabricant D.G.)"
VizieR,J/ApJ/750/168/table3,"Velocity dispersions of GTO2deg^2^ weak-lensing candidate clusters ( Kurtz M.J., Geller M.J., Utsumi Y., Miyazaki S., Dell'Antonio I.P., Fabricant D.G.)"
VizieR,J/ApJ/751/46/table2,"Target list (from erratum in 2013,ApJ,768,96) ( Kirby E.N., Cohen J.G., Bellazzini M.)"
VizieR,J/ApJ/751/50/table3,"The DEEP2 Voronoi-Delaunay method (VDM) group catalog ( Gerke B.F., Newman J.A., Davis M., Coil A.L., Cooper M.C., Dutton A.A., Faber S.M., Guhathakurta P., Konidaris N., Koo D.C., Lin L., Noeske K., Phillips A.C., Rosario D.J., Weiner B.J., Willmer C.N.A., Yan R.)"
VizieR,J/ApJ/751/52/table2,"*Bright AGN test sample ( Edelson R., Malkan M.)"
VizieR,J/ApJ/751/52/table3,"Sources in the W2R (WISE/2MASS/RASS) sample of highly-likely AGN candidates ( Edelson R., Malkan M.)"
VizieR,J/ApJ/751/52/table4,"Lick spectroscopy of Kepler field AGNs ( Edelson R., Malkan M.)"
VizieR,J/ApJ/751/52/table5,"The ""W2"" (WISE/2MASS) sample of moderate-likelihood AGN candidates ( Edelson R., Malkan M.)"
VizieR,J/ApJ/753/104/table1,"AKARI infrared properties of the AGN in the 22 month Swift/BAT catalog ( Matsuta K., Gandhi P., Dotani T., Nakagawa T., Isobe N., Ueda Y., Ichikawa K., Terashima Y., Oyabu S., Yamamura I., Stawarz L.)"
VizieR,J/ApJ/753/121/table5,"Spec-z and photo-z group galaxies ( Knobel C., Lilly S.J., Iovino A., et al.)"
VizieR,J/ApJ/753/42/dagnc,"Observations and measurements of the 81  double-peaked AGNs ( Comerford J.M., Gerke B.F., Stern D., Cooper M.C., Weiner B.J., Newman J.A., Madsen K., Barrows R.S.)"
VizieR,J/ApJ/754/23/table1,"Radio to {gamma} luminosities ( Leon-Tavares J., Valtaoja E., Giommi P., Polenta G., Tornikoski M., Lahteenmaki A., Gasparrini D., Cutini S.)"
